House to Lot Ratio (Bottom),House to Lot Ratio (Top),Acres (Bottom),Acres (Top),VDL Sale Price (Bottom),VDL Sale Price (Top),Records Used,R^2 Test,MSE Test
0.2,0.2,0.01,0.01,0.2,0.15,14025,0.8447117062346726,3.737671019800118
0.2,0.2,0.15,0.01,0.2,0.15,14025,0.8447117062346726,3.737671019800118
0.2,0.2,0.1,0.01,0.2,0.15,14025,0.8447117062346726,3.737671019800118
0.2,0.2,0.2,0.01,0.2,0.15,14025,0.8447117062346726,3.737671019800118
0.01,0.2,0.15,0.05,0.2,0.1,14300,0.8446985412358563,4.701754995404101
0.05,0.2,0.2,0.05,0.01,0.15,14111,0.8446972902419021,4.735366337510058
0.15,0.2,0.2,0.1,0.01,0.2,13731,0.8446959316825304,4.1108898793794415
0.2,0.2,0.05,0.1,0.2,0.05,14291,0.844691012744198,3.9256839409743263
0.05,0.2,0.1,0.15,0.05,0.1,14102,0.8446665333505509,4.5422418140757035
0.15,0.2,0.1,0.1,0.05,0.15,13909,0.8445933927806539,4.0816783574230175
0.1,0.2,0.2,0.15,0.05,0.2,13661,0.8445746523984354,4.482797648043319
0.05,0.2,0.05,0.2,0.01,0.05,14296,0.8445303763886652,4.622621833135863
0.01,0.2,0.15,0.2,0.2,0.1,14000,0.8444207103689668,4.6237095803552375
0.15,0.2,0.01,0.2,0.1,0.15,13714,0.8443612537623205,4.16166250876196
0.05,0.2,0.1,0.2,0.2,0.15,13774,0.8443449686285566,4.804931150941149
0.1,0.2,0.01,0.15,0.15,0.15,13860,0.8443387256825934,4.318616157503149
0.2,0.2,0.01,0.05,0.05,0.15,13910,0.8443318385804099,3.6407142832532937
0.2,0.2,0.2,0.2,0.2,0.1,13765,0.8442805456481518,3.926564492591151
0.2,0.2,0.2,0.2,0.15,0.1,13765,0.8442805456481518,3.926564492591151
0.1,0.2,0.2,0.1,0.1,0.15,13947,0.8442706434930357,4.267338277550532
0.1,0.2,0.01,0.2,0.15,0.15,13763,0.8442540740835435,4.491456237056893
0.2,0.2,0.01,0.01,0.05,0.2,13886,0.8442460265670295,3.670011051123528
0.2,0.2,0.2,0.01,0.05,0.2,13886,0.8442460265670295,3.670011051123528
0.2,0.2,0.15,0.01,0.05,0.2,13886,0.8442460265670295,3.670011051123528
0.2,0.2,0.1,0.01,0.05,0.2,13886,0.8442460265670295,3.670011051123528
0.2,0.2,0.05,0.01,0.05,0.2,13886,0.8442460265670295,3.670011051123528
0.05,0.2,0.15,0.2,0.1,0.1,13994,0.8442207006358196,4.4651157142820574
0.01,0.2,0.05,0.05,0.2,0.1,14302,0.8441587093214415,4.8760778165029794
0.2,0.2,0.15,0.1,0.15,0.2,13583,0.8441575006279427,3.765668727390769
0.2,0.2,0.01,0.1,0.05,0.1,14019,0.8441511208373507,3.739655769803512
0.01,0.2,0.05,0.15,0.15,0.2,13734,0.8441023009808571,4.845528912570557
0.01,0.2,0.15,0.15,0.05,0.05,14391,0.8439830363848975,4.771160869447644
0.15,0.2,0.1,0.01,0.15,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.15,0.01,0.15,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.1,0.01,0.1,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.2,0.01,0.2,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.01,0.01,0.2,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.05,0.01,0.1,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.15,0.01,0.1,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.05,0.01,0.2,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.01,0.01,0.1,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.15,0.01,0.2,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.2,0.01,0.1,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.2,0.01,0.15,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.1,0.01,0.2,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.05,0.01,0.15,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.01,0.01,0.15,0.05,14656,0.8439401427424195,4.169387271185701
0.15,0.2,0.1,0.1,0.05,0.2,13728,0.8439309854674742,4.0906066817598745
0.2,0.2,0.01,0.01,0.01,0.15,14083,0.8438843036134779,3.6530839738319143
0.2,0.2,0.05,0.01,0.01,0.15,14083,0.8438843036134779,3.6530839738319143
0.2,0.2,0.1,0.01,0.01,0.15,14083,0.8438843036134779,3.6530839738319143
0.2,0.2,0.15,0.01,0.01,0.15,14083,0.8438843036134779,3.6530839738319143
0.2,0.2,0.2,0.01,0.01,0.15,14083,0.8438843036134779,3.6530839738319143
0.01,0.2,0.2,0.1,0.15,0.2,13798,0.8438805408358125,5.035565775726435
0.15,0.2,0.05,0.2,0.2,0.2,13457,0.8438612985450198,3.9416533717523192
0.15,0.2,0.2,0.2,0.15,0.2,13463,0.8438424948857441,3.963936690045741
0.15,0.2,0.15,0.2,0.01,0.01,14333,0.8437959488532271,4.001215351474314
0.15,0.2,0.15,0.2,0.05,0.01,14333,0.8437959488532271,4.001215351474314
0.15,0.2,0.15,0.2,0.2,0.01,14333,0.8437959488532271,4.001215351474314
0.15,0.2,0.15,0.2,0.1,0.01,14333,0.8437959488532271,4.001215351474314
0.15,0.2,0.15,0.2,0.15,0.01,14333,0.8437959488532271,4.001215351474314
0.15,0.2,0.01,0.2,0.1,0.05,14183,0.8437884167750885,4.014753384166555
0.2,0.2,0.05,0.2,0.1,0.1,13815,0.843731150154398,3.6065576244467046
0.2,0.2,0.15,0.1,0.1,0.05,14289,0.8437290525071479,3.585768693428144
0.2,0.2,0.15,0.1,0.15,0.05,14289,0.8437290525071479,3.585768693428144
0.2,0.2,0.05,0.1,0.05,0.2,13651,0.8436936390270133,3.669554261126697
0.1,0.2,0.1,0.2,0.1,0.1,13955,0.8436851131794738,4.451728765733226
0.01,0.2,0.1,0.1,0.15,0.01,14693,0.8436341003484749,4.57324183268481
0.01,0.2,0.1,0.1,0.2,0.01,14693,0.8436341003484749,4.57324183268481
0.01,0.2,0.15,0.1,0.2,0.01,14693,0.8436341003484749,4.57324183268481
0.01,0.2,0.15,0.1,0.15,0.01,14693,0.8436341003484749,4.57324183268481
0.15,0.2,0.15,0.15,0.1,0.15,13773,0.8436242354179342,4.192598259721342
0.15,0.2,0.1,0.05,0.01,0.2,13818,0.8435993958435667,4.137852361590485
0.15,0.2,0.05,0.05,0.01,0.2,13818,0.8435993958435667,4.137852361590485
0.15,0.2,0.2,0.2,0.05,0.15,13704,0.843591230517696,4.3985390614255815
0.15,0.2,0.1,0.15,0.2,0.05,14256,0.8435789812283339,4.087171723382558
0.05,0.2,0.2,0.15,0.1,0.15,13882,0.8435539802923475,4.596237238325977
0.15,0.2,0.01,0.1,0.2,0.1,14077,0.8435476244953982,4.2860320053753265
0.15,0.2,0.15,0.05,0.1,0.15,13961,0.8435358407585879,3.9588837014010902
0.15,0.2,0.2,0.05,0.1,0.15,13961,0.8435358407585879,3.9588837014010902
0.05,0.2,0.05,0.15,0.15,0.15,13900,0.8435331982648884,4.742821466674656
0.05,0.2,0.01,0.05,0.2,0.1,14281,0.8435052994363761,4.732001245215773
0.2,0.2,0.2,0.15,0.2,0.2,13471,0.8434880786050526,3.5830731005409464
0.01,0.2,0.1,0.15,0.05,0.2,13758,0.8434857422693253,4.9819470109963255
0.15,0.2,0.05,0.15,0.01,0.2,13658,0.8434366887326408,4.143246479712359
0.2,0.2,0.15,0.2,0.05,0.15,13640,0.8434018372161329,3.825014724135834
0.05,0.2,0.05,0.15,0.01,0.15,13956,0.8433700467437832,4.4074130920270935
0.15,0.2,0.01,0.2,0.15,0.2,13500,0.843363921830208,3.975129366985098
0.01,0.2,0.15,0.15,0.15,0.1,14089,0.8432440702419872,4.774604318700524
0.01,0.2,0.15,0.15,0.2,0.1,14089,0.8432440702419872,4.774604318700524
0.05,0.2,0.2,0.15,0.01,0.1,14082,0.8432315470618972,4.581045336244871
0.15,0.2,0.05,0.2,0.01,0.15,13739,0.8432283584379728,4.279991209755401
0.05,0.2,0.2,0.1,0.2,0.15,13952,0.8432161830393284,4.541555605365144
0.05,0.2,0.15,0.2,0.15,0.05,14269,0.8431832469017244,4.731186529208434
0.05,0.2,0.15,0.2,0.1,0.05,14269,0.8431832469017244,4.731186529208434
0.05,0.2,0.15,0.2,0.05,0.05,14269,0.8431832469017244,4.731186529208434
0.2,0.2,0.01,0.15,0.2,0.01,14388,0.8431715718045949,3.5450989566856186
0.2,0.2,0.01,0.15,0.15,0.01,14388,0.8431715718045949,3.5450989566856186
0.05,0.2,0.1,0.01,0.1,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.05,0.01,0.15,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.05,0.01,0.1,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.2,0.01,0.15,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.15,0.01,0.15,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.2,0.01,0.1,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.15,0.01,0.1,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.01,0.01,0.1,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.01,0.01,0.15,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.01,0.01,0.2,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.05,0.01,0.2,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.15,0.01,0.2,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.1,0.01,0.15,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.1,0.01,0.2,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.2,0.01,0.2,0.05,14778,0.8431679253925073,4.5111277456391505
0.2,0.2,0.1,0.15,0.2,0.2,13499,0.8431585697067091,3.776012740355748
0.1,0.2,0.2,0.15,0.05,0.05,14308,0.8431187511671762,4.229836352801621
0.15,0.2,0.15,0.05,0.2,0.15,13920,0.8431081032999961,4.14414085495497
0.15,0.2,0.2,0.05,0.2,0.15,13920,0.8431081032999961,4.14414085495497
0.15,0.2,0.05,0.1,0.1,0.2,13702,0.8431074726364378,4.120167395010794
0.15,0.2,0.2,0.05,0.01,0.15,14000,0.8430904107576483,4.261293936408147
0.15,0.2,0.15,0.05,0.01,0.15,14000,0.8430904107576483,4.261293936408147
0.05,0.2,0.2,0.2,0.15,0.2,13582,0.843075554778824,4.74479691694416
0.01,0.2,0.15,0.15,0.01,0.01,14572,0.8430387551887073,4.896551988038332
0.01,0.2,0.15,0.15,0.05,0.01,14572,0.8430387551887073,4.896551988038332
0.01,0.2,0.15,0.15,0.1,0.01,14572,0.8430387551887073,4.896551988038332
0.01,0.2,0.2,0.1,0.1,0.05,14510,0.8430110017259084,4.745976735745718
0.01,0.2,0.2,0.1,0.15,0.05,14510,0.8430110017259084,4.745976735745718
0.05,0.2,0.1,0.15,0.1,0.15,13908,0.8429972299647831,5.070147593261789
0.01,0.2,0.15,0.2,0.1,0.15,13834,0.8429890820562662,4.964246765434629
0.1,0.2,0.01,0.1,0.01,0.2,13808,0.8429387228506467,4.405120959579357
0.1,0.2,0.05,0.1,0.01,0.2,13808,0.8429387228506467,4.405120959579357
0.15,0.2,0.05,0.01,0.05,0.2,13960,0.8429173652314428,4.0619779555972375
0.15,0.2,0.01,0.01,0.05,0.2,13960,0.8429173652314428,4.0619779555972375
0.15,0.2,0.1,0.01,0.05,0.2,13960,0.8429173652314428,4.0619779555972375
0.15,0.2,0.15,0.01,0.05,0.2,13960,0.8429173652314428,4.0619779555972375
0.15,0.2,0.2,0.01,0.05,0.2,13960,0.8429173652314428,4.0619779555972375
0.2,0.2,0.2,0.2,0.05,0.05,14062,0.8429047309494552,3.7902153536291654
0.15,0.2,0.01,0.1,0.15,0.05,14375,0.8428857865559917,4.097378733195596
0.15,0.2,0.01,0.1,0.1,0.05,14375,0.8428857865559917,4.097378733195596
0.2,0.2,0.01,0.15,0.1,0.1,13923,0.8428527566253983,3.5074732207612427
0.15,0.2,0.1,0.15,0.2,0.1,13958,0.8428400539398342,4.005851461115146
0.15,0.2,0.1,0.15,0.15,0.1,13958,0.8428400539398342,4.005851461115146
0.05,0.2,0.1,0.1,0.01,0.1,14203,0.8428030303185347,4.650433519075437
0.05,0.2,0.15,0.1,0.01,0.1,14203,0.8428030303185347,4.650433519075437
0.05,0.2,0.15,0.05,0.01,0.15,14112,0.8427350681144666,4.842723357959303
0.01,0.2,0.2,0.2,0.2,0.05,14277,0.8426879744729742,4.740553383365673
0.1,0.2,0.15,0.2,0.2,0.15,13723,0.8426673656430956,4.585487191659488
0.15,0.2,0.15,0.2,0.2,0.2,13440,0.8426669828244582,4.16735748186537
0.15,0.2,0.01,0.2,0.1,0.01,14361,0.8426626028219073,4.218233482752278
0.15,0.2,0.01,0.2,0.05,0.01,14361,0.8426626028219073,4.218233482752278
0.15,0.2,0.01,0.2,0.2,0.01,14361,0.8426626028219073,4.218233482752278
0.15,0.2,0.01,0.2,0.01,0.01,14361,0.8426626028219073,4.218233482752278
0.15,0.2,0.01,0.2,0.15,0.01,14361,0.8426626028219073,4.218233482752278
0.1,0.2,0.1,0.2,0.15,0.2,13555,0.842635451310575,4.288036013597889
0.05,0.2,0.15,0.05,0.2,0.01,14763,0.8426122691690638,4.477545431269685
0.05,0.2,0.15,0.05,0.15,0.01,14763,0.8426122691690638,4.477545431269685
0.15,0.2,0.05,0.1,0.2,0.15,13842,0.842607602664291,4.195090706410605
0.15,0.2,0.05,0.2,0.05,0.15,13735,0.8425747942709139,4.325633375484163
0.01,0.2,0.1,0.15,0.1,0.2,13736,0.8425498637717673,5.002742891848584
0.2,0.2,0.05,0.1,0.2,0.1,13998,0.8425205480700007,4.080022686168191
0.1,0.2,0.05,0.2,0.05,0.1,13972,0.8425098727821125,4.3394525348518975
0.01,0.2,0.1,0.05,0.15,0.01,14793,0.8425065449112614,4.791771283036261
0.01,0.2,0.1,0.05,0.2,0.01,14793,0.8425065449112614,4.791771283036261
0.01,0.2,0.15,0.2,0.05,0.15,13863,0.8425011849873466,5.048891117222161
0.05,0.2,0.15,0.2,0.1,0.01,14452,0.8424529603712474,4.979899675832453
0.05,0.2,0.15,0.2,0.05,0.01,14452,0.8424529603712474,4.979899675832453
0.05,0.2,0.15,0.2,0.2,0.01,14452,0.8424529603712474,4.979899675832453
0.05,0.2,0.15,0.2,0.01,0.01,14452,0.8424529603712474,4.979899675832453
0.05,0.2,0.15,0.2,0.15,0.01,14452,0.8424529603712474,4.979899675832453
0.05,0.2,0.2,0.05,0.1,0.1,14284,0.8424441851971949,4.460776696714411
0.05,0.2,0.2,0.05,0.15,0.1,14284,0.8424441851971949,4.460776696714411
0.15,0.2,0.01,0.05,0.01,0.15,14002,0.8424389203680954,4.096407040121614
0.1,0.2,0.2,0.15,0.15,0.05,14302,0.8424173587229092,4.527728036461701
0.1,0.2,0.2,0.15,0.2,0.05,14302,0.8424173587229092,4.527728036461701
0.1,0.2,0.2,0.15,0.1,0.05,14302,0.8424173587229092,4.527728036461701
0.15,0.2,0.05,0.05,0.01,0.15,14001,0.8423456475365405,4.159164203020007
0.15,0.2,0.1,0.05,0.01,0.15,14001,0.8423456475365405,4.159164203020007
0.1,0.2,0.05,0.05,0.05,0.01,14721,0.8423171653522094,4.555209876608378
0.1,0.2,0.05,0.05,0.01,0.01,14721,0.8423171653522094,4.555209876608378
0.1,0.2,0.05,0.05,0.1,0.01,14721,0.8423171653522094,4.555209876608378
0.1,0.2,0.01,0.15,0.1,0.2,13685,0.8422948973608676,4.550281725188276
0.2,0.2,0.2,0.2,0.2,0.05,14058,0.8422923881535136,3.7128594463106888
0.2,0.2,0.2,0.2,0.1,0.05,14058,0.8422923881535136,3.7128594463106888
0.2,0.2,0.2,0.2,0.15,0.05,14058,0.8422923881535136,3.7128594463106888
0.05,0.2,0.05,0.05,0.05,0.1,14295,0.8422662709476298,4.670908953346803
0.05,0.2,0.1,0.05,0.05,0.1,14295,0.8422662709476298,4.670908953346803
0.2,0.2,0.01,0.1,0.15,0.15,13800,0.8421546074675669,3.9396795437992607
0.01,0.2,0.2,0.15,0.05,0.2,13734,0.8421040211816564,4.835401559445878
0.1,0.2,0.2,0.1,0.01,0.1,14161,0.842043964270533,4.531228384343127
0.05,0.2,0.15,0.2,0.05,0.15,13837,0.8420383460212036,5.036410660125291
0.15,0.2,0.05,0.15,0.1,0.05,14284,0.8419736971731027,4.176972791516066
0.15,0.2,0.05,0.15,0.15,0.05,14284,0.8419736971731027,4.176972791516066
0.15,0.2,0.15,0.2,0.05,0.1,13881,0.8419542083568718,4.149662356219135
0.15,0.2,0.1,0.2,0.01,0.01,14340,0.8419453285560264,4.059689760098358
0.15,0.2,0.1,0.2,0.2,0.01,14340,0.8419453285560264,4.059689760098358
0.15,0.2,0.1,0.2,0.1,0.01,14340,0.8419453285560264,4.059689760098358
0.15,0.2,0.1,0.2,0.05,0.01,14340,0.8419453285560264,4.059689760098358
0.15,0.2,0.1,0.2,0.15,0.01,14340,0.8419453285560264,4.059689760098358
0.01,0.2,0.01,0.05,0.15,0.2,13890,0.8418988309222561,4.869285394486371
0.15,0.2,0.2,0.2,0.1,0.01,14313,0.8418920283480439,4.2175368955421035
0.15,0.2,0.2,0.2,0.15,0.01,14313,0.8418920283480439,4.2175368955421035
0.15,0.2,0.2,0.2,0.2,0.01,14313,0.8418920283480439,4.2175368955421035
0.15,0.2,0.2,0.2,0.05,0.01,14313,0.8418920283480439,4.2175368955421035
0.15,0.2,0.2,0.2,0.01,0.01,14313,0.8418920283480439,4.2175368955421035
0.2,0.2,0.2,0.01,0.2,0.1,14286,0.8418907262221733,3.78010386865051
0.2,0.2,0.1,0.01,0.2,0.1,14286,0.8418907262221733,3.78010386865051
0.2,0.2,0.15,0.01,0.2,0.1,14286,0.8418907262221733,3.78010386865051
0.2,0.2,0.05,0.01,0.2,0.1,14286,0.8418907262221733,3.78010386865051
0.2,0.2,0.01,0.01,0.2,0.1,14286,0.8418907262221733,3.78010386865051
0.15,0.2,0.01,0.2,0.1,0.1,13900,0.8418904388534674,4.1214044944178205
0.1,0.2,0.2,0.2,0.1,0.15,13749,0.8418889273639745,4.439070693881054
0.05,0.2,0.1,0.15,0.01,0.05,14384,0.8418714676241603,4.794969754892593
0.01,0.2,0.2,0.15,0.01,0.2,13764,0.8418332733492412,4.968624975361515
0.15,0.2,0.01,0.1,0.2,0.15,13843,0.8418254297198556,4.013664554845702
0.2,0.2,0.2,0.1,0.1,0.2,13614,0.8417948846954102,3.7542081202038937
0.15,0.2,0.1,0.1,0.2,0.2,13658,0.8417746163907495,4.182886343538139
0.15,0.2,0.05,0.1,0.05,0.15,13911,0.8417725818514583,4.069918923908607
0.05,0.2,0.2,0.05,0.1,0.15,14078,0.8417622343025577,4.7030928690224805
0.05,0.2,0.01,0.2,0.01,0.05,14305,0.8417416002875654,4.543164174262816
0.15,0.2,0.05,0.1,0.15,0.1,14082,0.8417012202409402,4.017803560643051
0.05,0.2,0.01,0.2,0.1,0.1,14019,0.8417003928601756,4.670565663619628
0.01,0.2,0.05,0.01,0.2,0.1,14499,0.8416969973025439,5.055776123506012
0.01,0.2,0.01,0.01,0.2,0.1,14499,0.8416969973025439,5.055776123506012
0.01,0.2,0.1,0.01,0.2,0.1,14499,0.8416969973025439,5.055776123506012
0.01,0.2,0.2,0.01,0.2,0.1,14499,0.8416969973025439,5.055776123506012
0.01,0.2,0.15,0.01,0.2,0.1,14499,0.8416969973025439,5.055776123506012
0.15,0.2,0.05,0.05,0.01,0.01,14647,0.8416731911764184,4.495570352029426
0.15,0.2,0.05,0.05,0.05,0.01,14647,0.8416731911764184,4.495570352029426
0.15,0.2,0.05,0.05,0.1,0.01,14647,0.8416731911764184,4.495570352029426
0.15,0.2,0.15,0.05,0.05,0.05,14473,0.8416572898491876,4.070436845774963
0.15,0.2,0.15,0.05,0.01,0.05,14473,0.8416572898491876,4.070436845774963
0.15,0.2,0.2,0.05,0.01,0.05,14473,0.8416572898491876,4.070436845774963
0.15,0.2,0.2,0.05,0.05,0.05,14473,0.8416572898491876,4.070436845774963
0.2,0.2,0.2,0.1,0.01,0.05,14294,0.8416474298399746,3.7587199600431336
0.2,0.2,0.2,0.1,0.05,0.05,14294,0.8416474298399746,3.7587199600431336
0.15,0.2,0.01,0.01,0.01,0.15,14162,0.8416429797424132,3.929353930730515
0.15,0.2,0.1,0.01,0.01,0.15,14162,0.8416429797424132,3.929353930730515
0.15,0.2,0.15,0.01,0.01,0.15,14162,0.8416429797424132,3.929353930730515
0.15,0.2,0.2,0.01,0.01,0.15,14162,0.8416429797424132,3.929353930730515
0.15,0.2,0.05,0.01,0.01,0.15,14162,0.8416429797424132,3.929353930730515
0.1,0.2,0.15,0.2,0.01,0.1,13961,0.8416214652907767,4.33127916215916
0.05,0.2,0.2,0.05,0.2,0.01,14762,0.8416090089177527,4.6174492160689775
0.05,0.2,0.2,0.05,0.15,0.01,14762,0.8416090089177527,4.6174492160689775
0.05,0.2,0.2,0.1,0.05,0.01,14661,0.8416079429468538,4.713335316624556
0.05,0.2,0.2,0.1,0.01,0.01,14661,0.8416079429468538,4.713335316624556
0.05,0.2,0.2,0.1,0.1,0.01,14661,0.8416079429468538,4.713335316624556
0.05,0.2,0.2,0.15,0.1,0.2,13678,0.8415717910370211,4.857471160785762
0.01,0.2,0.05,0.2,0.01,0.15,13886,0.8415476042339125,4.8821742356573194
0.1,0.2,0.2,0.15,0.1,0.1,14025,0.8415111658107027,4.1217418027787565
0.2,0.2,0.2,0.1,0.15,0.05,14284,0.8414865213319704,3.694316904418103
0.2,0.2,0.2,0.1,0.1,0.05,14284,0.8414865213319704,3.694316904418103
0.15,0.2,0.01,0.05,0.05,0.1,14193,0.8414706292587122,4.122831665867952
0.15,0.2,0.2,0.1,0.1,0.1,14078,0.8414604363196831,4.264560235086291
0.05,0.2,0.2,0.15,0.1,0.1,14070,0.8414558120751684,4.682978101220082
0.15,0.2,0.05,0.15,0.2,0.1,13974,0.8414536129992238,3.95486087090853
0.15,0.2,0.2,0.15,0.01,0.05,14247,0.8414446108893185,4.20631560438808
0.15,0.2,0.05,0.1,0.15,0.15,13859,0.8414360504918457,4.145136093126147
0.05,0.2,0.15,0.15,0.05,0.05,14365,0.8414255191723806,4.878144027168924
0.05,0.2,0.1,0.15,0.2,0.2,13654,0.8414174782971398,4.65762560755261
0.05,0.2,0.1,0.2,0.1,0.1,14000,0.8413984445094148,4.597768641754714
0.15,0.2,0.15,0.15,0.01,0.2,13627,0.8413730419866658,4.075676073690128
0.01,0.2,0.1,0.2,0.05,0.05,14302,0.8413344322418009,4.985900716119687
0.01,0.2,0.1,0.2,0.1,0.05,14302,0.8413344322418009,4.985900716119687
0.01,0.2,0.1,0.2,0.15,0.05,14302,0.8413344322418009,4.985900716119687
0.1,0.2,0.2,0.15,0.01,0.1,14037,0.8413072378525643,4.5124092514713965
0.15,0.2,0.05,0.01,0.01,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.2,0.01,0.01,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.1,0.01,0.01,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.05,0.01,0.05,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.2,0.01,0.05,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.15,0.01,0.01,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.01,0.01,0.05,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.01,0.01,0.01,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.1,0.01,0.05,0.05,14665,0.8413060524651725,4.3208494372016215
0.15,0.2,0.15,0.01,0.05,0.05,14665,0.8413060524651725,4.3208494372016215
0.05,0.2,0.05,0.2,0.1,0.01,14470,0.8412969490566599,4.806470502593252
0.05,0.2,0.05,0.2,0.01,0.01,14470,0.8412969490566599,4.806470502593252
0.05,0.2,0.05,0.2,0.15,0.01,14470,0.8412969490566599,4.806470502593252
0.05,0.2,0.05,0.2,0.05,0.01,14470,0.8412969490566599,4.806470502593252
0.05,0.2,0.05,0.2,0.2,0.01,14470,0.8412969490566599,4.806470502593252
0.1,0.2,0.01,0.2,0.1,0.15,13788,0.8412939542813874,4.547068710509254
0.05,0.2,0.2,0.2,0.01,0.2,13649,0.8412775063244855,4.956199772397197
0.15,0.2,0.15,0.05,0.2,0.2,13734,0.8412446089493575,3.9527409172402055
0.15,0.2,0.2,0.05,0.2,0.2,13734,0.8412446089493575,3.9527409172402055
0.15,0.2,0.2,0.05,0.1,0.2,13777,0.8411980252639144,4.210655486033391
0.15,0.2,0.15,0.05,0.1,0.2,13777,0.8411980252639144,4.210655486033391
0.2,0.2,0.2,0.05,0.01,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.15,0.05,0.01,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.15,0.05,0.05,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.2,0.05,0.05,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.15,0.05,0.15,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.2,0.05,0.15,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.15,0.05,0.2,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.15,0.05,0.1,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.2,0.05,0.1,0.01,14566,0.841187094799108,3.8080858873908663
0.2,0.2,0.2,0.05,0.2,0.01,14566,0.841187094799108,3.8080858873908663
0.15,0.2,0.1,0.15,0.2,0.2,13538,0.8411867531688146,4.094623764606105
0.15,0.2,0.2,0.15,0.1,0.1,13951,0.841179205732803,4.123387637801682
0.05,0.2,0.15,0.15,0.05,0.2,13715,0.8411327114938363,4.7715066615825075
0.01,0.2,0.1,0.05,0.15,0.15,14099,0.8411021726002241,4.745751199025667
0.01,0.2,0.05,0.05,0.15,0.15,14099,0.8411021726002241,4.745751199025667
0.15,0.2,0.15,0.1,0.15,0.05,14368,0.8410893752714712,4.342493888089378
0.15,0.2,0.15,0.1,0.1,0.05,14368,0.8410893752714712,4.342493888089378
0.2,0.2,0.05,0.1,0.01,0.2,13661,0.8410651396711277,3.6585187111381887
0.05,0.2,0.05,0.2,0.05,0.05,14291,0.8410470763394579,4.959371328944332
0.1,0.2,0.05,0.1,0.2,0.05,14444,0.840967989012106,4.542923941606321
0.15,0.2,0.1,0.15,0.2,0.15,13749,0.8409398669983902,4.228784526994618
0.01,0.2,0.1,0.15,0.05,0.1,14130,0.8409340053158748,4.760251506569725
0.05,0.2,0.1,0.15,0.05,0.2,13730,0.8409112335215432,4.76681509719039
0.15,0.2,0.01,0.2,0.01,0.2,13568,0.8408973729772611,4.082131198251135
0.1,0.2,0.15,0.2,0.05,0.1,13955,0.8408878889616213,4.4083379681016375
0.15,0.2,0.1,0.15,0.15,0.01,14440,0.8408703490723441,4.157007141103773
0.15,0.2,0.1,0.15,0.2,0.01,14440,0.8408703490723441,4.157007141103773
0.2,0.2,0.05,0.1,0.1,0.15,13805,0.840855050395209,4.074855796935414
0.15,0.2,0.1,0.15,0.15,0.2,13572,0.8408017239679655,4.214103051903342
