Property Address,Owner Address,Distance
"8612 FOX TAIL LN, HUNTERSVILLE, NC 28078","8612 FOX TAIL LN, HUNTERSVILLE, NC 28078-4508",0.0
"8727 FOX TAIL LN, HUNTERSVILLE, NC 28078","8727 FOX TAIL LN, HUNTERSVILLE, NC 28078-4511",0.0
"9019 NEW OAK LN, HUNTERSVILLE, NC 28078","9019 NEW OAK LN, HUNTERSVILLE, NC 28078-8320",0.0
"OLD BARNETTE PL, HUNTERSVILLE, NC 28078","CHARLOTTE, NC 28222",19.4
"LEISURE LN, HUNTERSVILLE, NC 28078","600 E 4TH ST, CHARLOTTE, NC 28202-2816",18.3
"8433 BRAMFIELD DR, HUNTERSVILLE, NC 28078","8433 BRAMFIELD DR, HUNTERSVILLE, NC 28078-7813",0.0
"8834 NEW OAK LN, HUNTERSVILLE, NC 28078","8834 NEW OAK LN, HUNTERSVILLE, NC 28078-8315",0.0
"12800 BRADFORD HILL LN, HUNTERSVILLE, NC 28078","12800 BRADFORD HILL LN, HUNTERSVILLE, NC 28078-8312",0.0
"MOXON AL, HUNTERSVILLE, NC 28078","26844 PO BOX, CHARLOTTE, NC 28221-6844",11.1
"8518 LYMAN OAK CT, HUNTERSVILLE, NC 28078","8302 BRICKLE LN, HUNTERSVILLE, NC 28078-4841",7.9
"12534 PECAN HILL CT, HUNTERSVILLE, NC 28078","12534 PECAN HILL CT, HUNTERSVILLE, NC 28078-9166",0.0
"12517 PECAN HILL CT, HUNTERSVILLE, NC 28078","12517 PECAN HILL CT, HUNTERSVILLE, NC 28078-8130",0.0
"12613 BRADFORD HILL LN, HUNTERSVILLE, NC 28078","12613 BRADFORD HILL LN, HUNTERSVILLE, NC 28078-8310",0.0
"9201 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","4090 PO BOX, SCOTTSDALE, AZ 85261-4090",2042.0
"8515 NEW OAK LN, HUNTERSVILLE, NC 28078","8515 NEW OAK LN, HUNTERSVILLE, NC 28078-7100",0.0
"8730 FOX TAIL LN, HUNTERSVILLE, NC 28078","8730 FOX TAIL LN, HUNTERSVILLE, NC 28078-4510",0.0
"14020 ERVIN COOK RD, HUNTERSVILLE, NC 28078","1140 VIRGINIA DR, FORT WASHINGTON, PA 19034-3204",551.0
"13007 ANGEL OAK DR, HUNTERSVILLE, NC 28078","13007 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9176",0.0
"8231 GILEAD RD, HUNTERSVILLE, NC 28078","20117 W CATAWBA AVE, CORNELIUS, NC 28031-4007",7.6
"9030 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9030 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8198",0.0
"9035 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9035 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8198",0.0
"9109 BERTRAM CT, HUNTERSVILLE, NC 28078","9109 BERTRAM CT, HUNTERSVILLE, NC 28078-8100",0.0
"12810 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12810 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7853",0.0
"12518 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12518 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7850",0.0
"5128 INGLEBURN LN, HUNTERSVILLE, NC 28078","5128 INGLE LN, HUNTERSVILLE, NC 28078",3.4
"8427 BASSINGER DR, HUNTERSVILLE, NC 28078","8427 BASSINGER DR, HUNTERSVILLE, NC 28078-7444",0.0
"13238 OLD STORE RD, HUNTERSVILLE, NC 28078","13238 OLD STORE RD, HUNTERSVILLE, NC 28078-7434",0.0
"9008 GOLDEN ROCK LN, HUNTERSVILLE, NC 28078","9008 GOLDEN ROCK LN, HUNTERSVILLE, NC 28078-7433",0.0
"8420 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8420 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6863",0.0
"12154 MOONSHADOW LN, HUNTERSVILLE, NC 28078","12154 MOONSHADOW LN, HUNTERSVILLE, NC 28078-6858",0.0
"8422 TATEBROOK LN, HUNTERSVILLE, NC 28078","8422 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"8342 STAYMAN CT, HUNTERSVILLE, NC 28078","8342 STAYMAN CT, HUNTERSVILLE, NC 28078-9204",0.0
"8519 GILEAD RD, HUNTERSVILLE, NC 28078","8519 GILEAD RD, HUNTERSVILLE, NC 28078-7428",0.0
"7401 GILEAD RD, HUNTERSVILLE, NC 28078","4321 WANAMASSA DR, CHARLOTTE, NC 28269-1646",11.6
"12015 CRABAPPLE LN, HUNTERSVILLE, NC 28078","12015 CRABAPPLE LN, HUNTERSVILLE, NC 28078-7333",0.0
"11931 CRABAPPLE LN, HUNTERSVILLE, NC 28078","11931 CRABAPPLE LN, HUNTERSVILLE, NC 28078-9202",0.0
"8300 STAYMAN CT, HUNTERSVILLE, NC 28078","8300 STAYMAN CT, HUNTERSVILLE, NC 28078-9204",0.0
"12006 CRABAPPLE LN, HUNTERSVILLE, NC 28078","12006 CRABAPPLE LN, HUNTERSVILLE, NC 28078-7333",0.0
"12001 MCINTOSH RD, HUNTERSVILLE, NC 28078","6509 RIVERINE DR, CHARLOTTE, NC 28216-7793",5.7
"8722 FOX TAIL LN, HUNTERSVILLE, NC 28078","8722 FOX TAIL LN, HUNTERSVILLE, NC 28078-4510",0.0
"MOXON AL, HUNTERSVILLE, NC 28078","26844 PO BOX, CHARLOTTE, NC 28221-6844",11.1
"9117 BERTRAM CT, HUNTERSVILLE, NC 28078","9117 BERTRAM CT, HUNTERSVILLE, NC 28078-8100",0.0
"8639 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8639 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6865",0.0
"12620 HOLLYHOCK LN, HUNTERSVILLE, NC 28078","12620 HOLLYHOCK LN, HUNTERSVILLE, NC 28078-6859",0.0
"12909 FALLCROSS CT, HUNTERSVILLE, NC 28078","12909 FALLCROSS CT, HUNTERSVILLE, NC 28078-6857",0.0
"9011 AGNES PARK LN, HUNTERSVILLE, NC 28078","9011 AGNES PARK LN, HUNTERSVILLE, NC 28078-9180",0.0
"8432 BASSINGER DR, HUNTERSVILLE, NC 28078","21020 LAKEVIRE CR, CORNELIUS, NC 28031",9.3
"13333 OLD STORE RD, HUNTERSVILLE, NC 28078","13333 OLD STORE RD, HUNTERSVILLE, NC 28078-7435",0.0
"8721 NEW OAK LN, HUNTERSVILLE, NC 28078","8721 NEW OAK LN, HUNTERSVILLE, NC 28078-8323",0.0
"8813 NEW OAK LN, HUNTERSVILLE, NC 28078","8813 NEW OAK LN, HUNTERSVILLE, NC 28078-8322",0.0
"9024 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9024 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8198",0.0
"9026 OLD BARNETTE PL, HUNTERSVILLE, NC 28078","9026 OLD BARNETTE PL, HUNTERSVILLE, NC 28078-8161",0.0
"8618 DOE PATH LN, HUNTERSVILLE, NC 28078","8618 DOE PATH LN, HUNTERSVILLE, NC 28078-8133",0.0
"9116 OLD BARNETTE PL, HUNTERSVILLE, NC 28078","120 S RIVERSIDE PLZ Unit 2000, CHICAGO, IL 60606-6995",743.0
"12528 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12528 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7850",0.0
"8427 BRAMFIELD DR, HUNTERSVILLE, NC 28078","8427 BRAMFIELD DR, HUNTERSVILLE, NC 28078-7813",0.0
"5111 INGLEBURN LN, HUNTERSVILLE, NC 28078","5111 INGLEBURN LN, HUNTERSVILLE, NC 28078-7760",0.0
"8402 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","2529 RED MAPLE LN, HARRISBURG, NC 28075-4506",22.3
"8516 LYMAN OAK CT, HUNTERSVILLE, NC 28078","8516 LYMAN OAK CT, HUNTERSVILLE, NC 28078-6873",0.0
"12813 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12813 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7853",0.0
"13950 GILEAD RD, HUNTERSVILLE, NC 28078","1140 VIRGINIA DR, FORT WASHINGTON, PA 19034-3204",551.0
"8624 FOX TAIL LN, HUNTERSVILLE, NC 28078","21444 COUNTRY CLUB DR, CORNELIUS, NC 28031-6630",9.4
"8711 FOX TAIL LN, HUNTERSVILLE, NC 28078","8711 FOX TAIL LN, HUNTERSVILLE, NC 28078-4511",0.0
"9029 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9029 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8198",0.0
"9008 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9008 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8198",0.0
"7611 GILEAD RD, HUNTERSVILLE, NC 28078","7825 GILEAD RD, HUNTERSVILLE, NC 28078-7537",0.2
"8603 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8603 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6865",0.0
"8511 TATEBROOK LN, HUNTERSVILLE, NC 28078","8511 TATEBROOK LN, HUNTERSVILLE, NC 28078-6856",0.0
"8436 TATEBROOK LN, HUNTERSVILLE, NC 28078","8436 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"8403 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8403 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6863",0.0
"8432 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8432 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6863",0.0
"9337 OLD BARNETTE PL, HUNTERSVILLE, NC 28078","9337 OLD BARNETTE PL, HUNTERSVILLE, NC 28078-8365",0.0
"4255 VANCE RD, HUNTERSVILLE, NC 28078","105 BARRISTER BAY LN, MOORESVILLE, NC 28117-8508",14.1
"9215 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9215 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8134",0.0
"12816 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12816 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7853",0.0
"12522 HAWKS RIDGE RD, HUNTERSVILLE, NC 28078","71 REYNOLDS ST, BRONX, NY 10464-1517",645.0
"12807 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12807 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7853",0.0
"12525 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12525 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7850",0.0
"8229 GILEAD RD, HUNTERSVILLE, NC 28078","20117 W CATAWBA AVE, CORNELIUS, NC 28031-4007",7.7
"13404 OLD STORE RD, HUNTERSVILLE, NC 28078","13404 OLD STORE RD, HUNTERSVILLE, NC 28078-7436",0.0
"8522 FOX TAIL LN, HUNTERSVILLE, NC 28078","8522 FOX TAIL LN, HUNTERSVILLE, NC 28078-4506",0.0
"8726 FOX TAIL LN, HUNTERSVILLE, NC 28078","8726 FOX TAIL LN, HUNTERSVILLE, NC 28078-4510",0.0
"12530 PECAN HILL CT, HUNTERSVILLE, NC 28078","12530 PECAN HILL CT, HUNTERSVILLE, NC 28078-9166",0.0
"12122 MCINTOSH RD, HUNTERSVILLE, NC 28078","9802 MOUNT HOLLY HNTRSVLLE RD, HUNTERSVILLE, NC 28078-7608",4.0
"8701 NEW OAK LN, HUNTERSVILLE, NC 28078","8701 NEW OAK LN, HUNTERSVILLE, NC 28078-8323",0.0
"8504 FOX TAIL LN, HUNTERSVILLE, NC 28078","8504 FOX TRAIL LN, HUNTERSVILLE, NC 28078-4506",9.4
"RIVERWILLOW DR, HUNTERSVILLE, NC 28078","11906 PO BOX, CHARLOTTE, NC 28220-1906",20.6
"4208 AMWELL DR, HUNTERSVILLE, NC 28078","4208 AMWELL DR, HUNTERSVILLE, NC 28078-1007",0.0
"13911 GILEAD RD, HUNTERSVILLE, NC 28078","1140 VIRGINIA DR, FORT WASHINGTON, PA 19034-3204",551.0
"8200 GILEAD RD, HUNTERSVILLE, NC 28078","600 E 4TH ST, CHARLOTTE, NC 28202-2816",16.6
"7311 MOXON AL, HUNTERSVILLE, NC 28078","26844 PO BOX, CHARLOTTE, NC 28221-6844",11.1
"8137 MCILWAINE RD, HUNTERSVILLE, NC 28078","700 N TRYON ST, CHARLOTTE, NC 28202-2222",14.0
"8303 STAYMAN CT, HUNTERSVILLE, NC 28078","8303 STAYMAN CT, HUNTERSVILLE, NC 28078-9204",0.0
"14315 ERVIN COOK RD, HUNTERSVILLE, NC 28078","6244 STEPHENS GROVE LN, HUNTERSVILLE, NC 28078-3305",3.5
"8001 GILEAD RD, HUNTERSVILLE, NC 28078","1140 VIRGINIA DR, FORT WASHINGTON, PA 19034-3204",551.0
"8511 BRAMFIELD DR, HUNTERSVILLE, NC 28078","8511 BRAMFIELD DR, HUNTERSVILLE, NC 28078-7814",0.0
"4251 VANCE RD, HUNTERSVILLE, NC 28078","4251 VANCE RD N, HUNTERSVILLE, NC 28078-1006",0.0
"4216 AMWELL DR, HUNTERSVILLE, NC 28078","4216 AMWELL DR, HUNTERSVILLE, NC 28078-1007",0.0
"12707 HOLLYHOCK LN, HUNTERSVILLE, NC 28078","12707 HOLLYHOCK LN, HUNTERSVILLE, NC 28078-6860",0.0
"12924 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12924 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9170",0.0
"8604 DOE PATH LN, HUNTERSVILLE, NC 28078","7554 COASTAL WAY, HUNTERSVILLE, NC 28078-2360",3.0
"9100 OLD BARNETTE PL, HUNTERSVILLE, NC 28078","9100 OLD BARNETTE PL, HUNTERSVILLE, NC 28078-8119",0.0
"8511 FOX TAIL LN, HUNTERSVILLE, NC 28078","8511 FOX TAIL LN, HUNTERSVILLE, NC 28078-4507",0.0
"13025 ANGEL OAK DR, HUNTERSVILLE, NC 28078","13025 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9176",0.0
"9000 NEW OAK LN, HUNTERSVILLE, NC 28078","2184 PO BOX, HUNTERSVILLE, NC 28070-2184",2.7
"9002 GOLDEN ROCK LN, HUNTERSVILLE, NC 28078","9002 GOLDEN ROCK LN, HUNTERSVILLE, NC 28078-7433",0.0
"13405 OLD STORE RD, HUNTERSVILLE, NC 28078","13405 OLD STORE RD, HUNTERSVILLE, NC 28078-7436",0.0
"8510 LYMAN OAK CT, HUNTERSVILLE, NC 28078","8510 LYMAN OAK CT, HUNTERSVILLE, NC 28078-6873",0.0
"12721 HOLLYHOCK LN, HUNTERSVILLE, NC 28078","12721 HOLLYHOCK LN, HUNTERSVILLE, NC 28078-6860",0.0
"12137 MOONSHADOW LN, HUNTERSVILLE, NC 28078","1850 PARKWAY PL SE Unit 900, MARIETTA, GA 30067-8261",252.0
"9216 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","5001 PLAZA ON THE LK Unit 200, AUSTIN, TX 78746-1053",1179.0
"8503 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8503 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6864",0.0
"4224 AMWELL DR, HUNTERSVILLE, NC 28078","4224 AMWELL DR, HUNTERSVILLE, NC 28078-1007",0.0
"12627 WILD LILAC CT, HUNTERSVILLE, NC 28078","12627 WILD LILAC CT, HUNTERSVILLE, NC 28078-8394",0.0
"9000 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","205 REGENCY EXECUTIVE PARK DR, CHARLOTTE, NC 28217-3986",21.6
"8508 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8508 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6864",0.0
"8419 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8419 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6863",0.0
"8914 NEW OAK LN, HUNTERSVILLE, NC 28078","71 REYNOLDS ST, BRONX, NY 10464-1517",645.0
"8601 DOE PATH LN, HUNTERSVILLE, NC 28078","8601 DOE PATH LN, HUNTERSVILLE, NC 28078-8137",0.0
"8713 NEW OAK LN, HUNTERSVILLE, NC 28078","8713 NEW OAK LN, HUNTERSVILLE, NC 28078-8323",0.0
"12626 WILD LILAC CT, HUNTERSVILLE, NC 28078","2711 N HASKELL AVE Unit 2100, DALLAS, TX 75204-2970",1032.0
"TATEBROOK LN, HUNTERSVILLE, NC 28078","600 E 4TH ST, CHARLOTTE, NC 28202-2816",16.1
"12508 HAWKS RIDGE RD, HUNTERSVILLE, NC 28078","4090 PO BOX, SCOTTSDALE, AZ 85261-4090",2039.0
"8723 DOE PATH LN, HUNTERSVILLE, NC 28078","1850 PARKWAY PL SE Unit 900, MARIETTA, GA 30067-8261",252.0
"8700 DOE PATH LN, HUNTERSVILLE, NC 28078","8700 DOE PATH LN, HUNTERSVILLE, NC 28078-8135",0.0
"9115 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9115 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8129",0.0
"9118 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9118 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8128",0.0
"12622 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12622 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7851",0.0
"9222 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9222 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-6315",0.0
"12149 MOONSHADOW LN, HUNTERSVILLE, NC 28078","12149 MOONSHADOW LN, HUNTERSVILLE, NC 28078-6858",0.0
"12143 MOONSHADOW LN, HUNTERSVILLE, NC 28078","15204 CARRINGTON RIDGE DR, HUNTERSVILLE, NC 28078-1221",2.7
"5103 INGLEBURN LN, HUNTERSVILLE, NC 28078","5103 INGLEBURN LN, HUNTERSVILLE, NC 28078-7760",0.0
"8422 BRAMFIELD DR, HUNTERSVILLE, NC 28078","8422 BRAMFIELD DR, HUNTERSVILLE, NC 28078-7813",0.0
"12901 ANGEL OAK DR, HUNTERSVILLE, NC 28078","4090 PO BOX, SCOTTSDALE, AZ 85261-4090",2039.0
"TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","CHARLOTTE, NC 28222",19.2
"8414 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8414 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6863",0.0
"7914 GILEAD RD, HUNTERSVILLE, NC 28078","7914 GILEAD RD, HUNTERSVILLE, NC 28078-9042",0.0
"9220 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9220 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-6315",0.0
"8415 TATEBROOK LN, HUNTERSVILLE, NC 28078","8415 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"8421 TATEBROOK LN, HUNTERSVILLE, NC 28078","8421 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"7515 GILEAD RD, HUNTERSVILLE, NC 28078","7515 GILEAD RD, HUNTERSVILLE, NC 28078-7534",0.0
"13013 ANGEL OAK DR, HUNTERSVILLE, NC 28078","13013 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9176",0.0
"12630 WILD LILAC CT, HUNTERSVILLE, NC 28078","12630 WILD LILAC CT, HUNTERSVILLE, NC 28078-8394",0.0
"8707 NEW OAK LN, HUNTERSVILLE, NC 28078","8707 NEW OAK LN, HUNTERSVILLE, NC 28078-8323",0.0
"8818 NEW OAK LN, HUNTERSVILLE, NC 28078","8818 NEW OAK LN, HUNTERSVILLE, NC 28078-8315",0.0
"9123 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","4090 PO BOX, SCOTTSDALE, AZ 85261-4090",2042.0
"9112 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078","9112 TORRENCE CROSSING DR, HUNTERSVILLE, NC 28078-8128",0.0
"12819 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12819 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7853",0.0
"12521 CEDARFORD CT, HUNTERSVILLE, NC 28078","12521 CEDARFORD CT, HUNTERSVILLE, NC 28078-7808",0.0
"13411 OLD STORE RD, HUNTERSVILLE, NC 28078","5919 CHECKERBERRY LN, HUNTERSVILLE, NC 28078-3326",4.1
"12025 MOONSHADOW LN, HUNTERSVILLE, NC 28078","12025 MOONSHADOW LN, HUNTERSVILLE, NC 28078-6879",0.0
"8416 TATEBROOK LN, HUNTERSVILLE, NC 28078","8416 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"7424 GILEAD RD, HUNTERSVILLE, NC 28078","1850 PARKWAY PL SE Unit 900, MARIETTA, GA 30067-8261",254.0
"8229 BUD HENDERSON RD, HUNTERSVILLE, NC 28078","144 MARINER POINTE LN, MOORESVILLE, NC 28117-8845",20.7
"12621 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12621 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7851",0.0
"8612 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8612 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6865",0.0
"12128 MCINTOSH RD, HUNTERSVILLE, NC 28078","17430 W CATAWBA AVE, CORNELIUS, NC 28031-5679",7.4
"7300 GILEAD RD, HUNTERSVILLE, NC 28078","26844 PO BOX, CHARLOTTE, NC 28221-6844",11.2
"13340 OLD STORE RD, HUNTERSVILLE, NC 28078","13340 OLD STORE RD, HUNTERSVILLE, NC 28078-7435",0.0
"9020 GOLDEN ROCK LN, HUNTERSVILLE, NC 28078","9020 GOLDEN ROCK LN, HUNTERSVILLE, NC 28078-7433",0.0
"8700 FOX TAIL LN, HUNTERSVILLE, NC 28078","8700 FOX TAIL LN, HUNTERSVILLE, NC 28078-4510",0.0
"12915 FALLCROSS CT, HUNTERSVILLE, NC 28078","12915 FALLCROSS CT, HUNTERSVILLE, NC 28078-6857",0.0
"8400 TATEBROOK LN, HUNTERSVILLE, NC 28078","8400 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"9008 OLD BARNETTE PL, HUNTERSVILLE, NC 28078","9008 OLD BARNETTE PL, HUNTERSVILLE, NC 28078-8161",0.0
"4220 AMWELL DR, HUNTERSVILLE, NC 28078","4220 AMWELL DR, HUNTERSVILLE, NC 28078-1007",0.0
"8927 NEW OAK LN, HUNTERSVILLE, NC 28078","8927 NEW OAK LN, HUNTERSVILLE, NC 28078-8321",0.0
"12506 CEDARFORD CT, HUNTERSVILLE, NC 28078","12506 CEDARFORD CT, HUNTERSVILLE, NC 28078-7808",0.0
"12504 PECAN HILL CT, HUNTERSVILLE, NC 28078","12504 PECAN HILL CT, HUNTERSVILLE, NC 28078-9166",0.0
"14012 ERVIN COOK RD, HUNTERSVILLE, NC 28078","14012 ERVIN COOK RD, HUNTERSVILLE, NC 28078-7549",0.0
"8237 BUD HENDERSON RD, HUNTERSVILLE, NC 28078","8237 BUD HENDERSON RD, HUNTERSVILLE, NC 28078-7510",0.0
"11940 MCINTOSH RD, HUNTERSVILLE, NC 28078","11940 MCINTOSH RD, HUNTERSVILLE, NC 28078-9201",0.0
"9009 NEW OAK LN, HUNTERSVILLE, NC 28078","9009 NEW OAK LN, HUNTERSVILLE, NC 28078-8320",0.0
"8619 FOX TAIL LN, HUNTERSVILLE, NC 28078","8619 FOX TAIL LN, HUNTERSVILLE, NC 28078-4509",0.0
"12722 GREEN ASHE DR, HUNTERSVILLE, NC 28078","12722 GREEN ASHE DR, HUNTERSVILLE, NC 28078-4504",0.0
"12714 GREEN ASHE DR, HUNTERSVILLE, NC 28078","12714 GREEN ASHE DR, HUNTERSVILLE, NC 28078-4504",0.0
"GILEAD RD, HUNTERSVILLE, NC 28078","8428 GILEAD RD, HUNTERSVILLE, NC 28078-7427",3.0
"RIVERWILLOW DR, HUNTERSVILLE, NC 28078","11906 PO BOX, CHARLOTTE, NC 28220-1906",20.6
"5135 INGLEBURN LN, HUNTERSVILLE, NC 28078","5135 INGLEBURN LN, HUNTERSVILLE, NC 28078-7760",0.0
"7828 GILEAD RD, HUNTERSVILLE, NC 28078","7828 GILEAD RD, HUNTERSVILLE, NC 28078-7537",0.0
"12626 HOLLYHOCK LN, HUNTERSVILLE, NC 28078","12626 HOLLYHOCK LN, HUNTERSVILLE, NC 28078-6859",0.0
"8513 LYMAN OAK CT, HUNTERSVILLE, NC 28078","8513 LYMAN OAK CT, HUNTERSVILLE, NC 28078-6873",0.0
"12825 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12825 ANGEL OAK DR, HUNTERSVILLE, NC 28078-7853",0.0
"8714 DOE PATH LN, HUNTERSVILLE, NC 28078","3423 W 228TH ST, TORRANCE, CA 90505-2635",2442.0
"8629 NEW OAK LN, HUNTERSVILLE, NC 28078","8629 NEW OAK LN, HUNTERSVILLE, NC 28078-8118",0.0
"9117 AGNES PARK LN, HUNTERSVILLE, NC 28078","9117 AGNES PARK LN, HUNTERSVILLE, NC 28078-8393",0.0
"8404 TATEBROOK LN, HUNTERSVILLE, NC 28078","8404 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"8427 TATEBROOK LN, HUNTERSVILLE, NC 28078","8427 TATEBROOK LN, HUNTERSVILLE, NC 28078-6855",0.0
"8630 SUMMERFIELD LN, HUNTERSVILLE, NC 28078","8630 SUMMERFIELD LN, HUNTERSVILLE, NC 28078-6865",0.0
"8873 STRATTON FARM RD, HUNTERSVILLE, NC 28078","11906 PO BOX, CHARLOTTE, NC 28220-1906",20.2
"12931 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12931 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9170",0.0
"12919 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12919 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9170",0.0
"12914 ANGEL OAK DR, HUNTERSVILLE, NC 28078","12914 ANGEL OAK DR, HUNTERSVILLE, NC 28078-9170",0.0
"9212 AGNES PARK LN, HUNTERSVILLE, NC 28078","9212 AGNES PARK LN, HUNTERSVILLE, NC 28078-8391",0.0
"12501 HAWKS RIDGE RD, HUNTERSVILLE, NC 28078","1850 PARKWAY PL SE Unit 900, MARIETTA, GA 30067-8261",252.0
"12511 CEDARFORD CT, HUNTERSVILLE, NC 28078","12511 CEDARFORD CT, HUNTERSVILLE, NC 28078-7808",0.0
"8540 NEW OAK LN, HUNTERSVILLE, NC 28078","8540 NEW OAK LN, HUNTERSVILLE, NC 28078-7100",0.0
"12153 MOONSHADOW LN, HUNTERSVILLE, NC 28078","12153 MOONSHADOW LN, HUNTERSVILLE, NC 28078-6858",0.0
"8303 APPLESEED CT, HUNTERSVILLE, NC 28078","8303 APPLESEED CT, HUNTERSVILLE, NC 28078-9203",0.0
"12032 MCINTOSH RD, HUNTERSVILLE, NC 28078","12032 MCINTOSH RD, HUNTERSVILLE, NC 28078-6966",0.0
"8315 STAYMAN CT, HUNTERSVILLE, NC 28078","8315 STAYMAN CT, HUNTERSVILLE, NC 28078-9204",0.0
"12040 MCINTOSH RD, HUNTERSVILLE, NC 28078","12040 MCINTOSH RD, HUNTERSVILLE, NC 28078-6966",0.0
"8626 DOE PATH LN, HUNTERSVILLE, NC 28078","8626 DOE PATH LN, HUNTERSVILLE, NC 28078-8133",0.0
"8707 FOX TAIL LN, HUNTERSVILLE, NC 28078","8707 FOX TAIL LN, HUNTERSVILLE, NC 28078-4511",0.0
"9014 OLD BARNETTE PL, HUNTERSVILLE, NC 28078","9014 OLD BARNETTE PL, HUNTERSVILLE, NC 28078-8161",0.0
"8607 FOX TAIL LN, HUNTERSVILLE, NC 28078","8607 FOX TAIL LN, HUNTERSVILLE, NC 28078-4509",0.0
