Parcel Number,Ownership Duration,Calculated Acres,County,City,State,Zip Code,Zoning Code,Zoning Type,Land Use,Deeded Acres,Owner Corporate Indicator,Land Square Footage,Census Tract,Mobile Home Indicator,Property Indicator,Out of State Owner,Total Value Calculated,Total Value Per Acre,Assessed Total Value,Market Total Value,Appraised Total Value,Land Value Calculated,Total Land Value Per Acre,Assessed Land Value,Market Land Value,Appraised Land Value,Improvement Value Calculated,Assessed Improvement Value,Market Improvement Value,Appraised Improvement Value,Assessed Improvement Value Ratio,Tax Amount,Tax Year,Assessed Year,Tax Code Area,Document Type,Sale Price,Sale Price Per Acre,1st Mortgage Amount,Mortgage Assumption Amount,2nd Mortgage Amount,Front Footage,Depth Footage,Universal Building Square Feet,Building Square Feet,Living Square Feet,Ground Floor Square Feet,Gross Square Feet,Adjusted Gross Square Feet,Basement Square Feet,Garage/Parking Square Feet,Year Built
19727101,15.0,64.2092181,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,FOREST,65.096, ,2835582,57143000, ,AGRICULTURAL,No,2584936,40258.02021127,2584936,2584936,0,2584936,40258.02021127,2584936,2584936,0,0,0,0,0,,173.51,2023,2023,16,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02110106,15.0,24.92646598,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,24.865,Yes,1083119,63101007, ,AGRICULTURAL,No,547870,21979.44949376,547870,547870,0,547870,21979.44949376,547870,547870,0,0,0,0,0,,66.82,2023,2023,12,WARRANTY DEED,488500,19597.64374341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01106214,15.0,14.40161864,Mecklenburg,HUNTERSVILLE,NC,28078,RP,Residential,RURAL HOMESITE,14.4, ,627264,63111002, ,SINGLE FAMILY RESIDENCE,No,1229745,85389.36011099,1229745,1229745,0,1051945,73043.52562682,1051945,1051945,0,177800,177800,177800,0,,0.0,0,2023,12,GRANT DEED,2000,138.87327879,141840,0,0,0,0,1618,2005,1618,1618,0,0,0,180,1918
01128105,15.0,24.82726529,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RESIDENTIAL (NEC),24.953, ,1086953,63101000, ,SINGLE FAMILY RESIDENCE,No,1900958,76567.3535989,1900958,1900958,0,1310758,52795.10187421,1310758,1310758,0,590200,590200,590200,0,,4656.99,2023,2023,12,WARRANTY DEED,1701000,68513.38560438,0,0,0,0,0,4394,5755,4394,2567,0,0,0,717,2005
02112379,15.0,14.94687295,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,15.075,Yes,656667,63051041, ,SINGLE FAMILY RESIDENCE,No,29700,1987.0376969,29700,29700,0,29700,1987.0376969,29700,29700,0,0,0,0,0,,0.0,0,2023,4, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13936105,15.0,25.6801594,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,24.28, ,1057637,57141034, ,SINGLE FAMILY RESIDENCE,No,847271,32993.21420422,847271,847271,0,699171,27226.11604596,699171,699171,0,148100,148100,148100,0,,1602.79,2023,2023,16,WARRANTY DEED,330500,12869.85780759,0,0,0,0,0,945,2314,945,945,0,0,945,400,1961
19520101,15.0,77.83962394,Mecklenburg,MATTHEWS,NC,28105,R,Residential,RURAL HOMESITE,78.26, ,3409006,57131024, ,SINGLE FAMILY RESIDENCE,No,3208545,41219.9447716,3208545,3208545,0,2717945,34917.24217434,2717945,2717945,0,490600,490600,490600,0,,4290.88,2023,2023,17,WARRANTY DEED,625000,8029.32964389,0,0,0,0,0,2900,3628,2900,2900,0,0,0,648,1979
01125109,15.0,27.1181317,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RESIDENTIAL (NEC),26.4,Yes,1149984,63111001, ,SINGLE FAMILY RESIDENCE,No,1904187,70218.2223067,1904187,1904187,0,1697987,62614.45364341,1697987,1697987,0,206200,206200,206200,0,,2363.85,2023,2023,12, ,0,0.0,0,0,0,0,0,2208,3072,2208,1398,0,0,0,294,1921
00706208,15.0,13.01318211,Mecklenburg,CORNELIUS,NC,28031,NR,Residential,SFR,13.1, ,570636,64091001, ,SINGLE FAMILY RESIDENCE,No,1808500,138974.46335193,1808500,1808500,0,1308000,100513.46312653,1308000,1308000,0,500500,500500,500500,0,,0.0,0,2023,2,WARRANTY DEED,0,0.0,0,0,0,0,0,3253,4028,3253,3253,0,0,775,825,1984
01702103,15.0,75.85402482,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,AGRICULTURAL (NEC),75.71, ,3297928,62241095, ,AGRICULTURAL,No,2081021,27434.54951652,2081021,2081021,0,1972821,26008.12553632,1972821,1972821,0,108200,108200,108200,0,,0.0,0,2023,4,DEED (REG),120000,1581.98592997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23109309,2.0,12.06253907,Mecklenburg,MATTHEWS,NC,28105,R3,Residential,SFR,12.28, ,534917,58492027, ,SINGLE FAMILY RESIDENCE,No,2812000,233118.41600977,2812000,2812000,0,2812000,233118.41600977,2812000,2812000,0,0,0,0,0,,0.0,0,2023,8,WARRANTY DEED,3700000,306734.75790759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21526116,3.0,14.80905076,Mecklenburg,MATTHEWS,NC,28105,R15CD,Residential,SFR,14.797, ,644557,57122000, ,SINGLE FAMILY RESIDENCE,No,752200,50793.26230739,752200,752200,0,472000,31872.40070339,472000,472000,0,280200,280200,280200,0,,0.0,0,2023,19,WARRANTY DEED,686500,46356.78619253,0,0,0,0,0,4176,5823,4176,1729,0,0,1649,1144,1983
01701122,3.0,12.48253921,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,12.3786,Yes,539212,62241096, ,SINGLE FAMILY RESIDENCE,No,946300,75809.89605134,946300,946300,0,550000,44061.54795333,550000,550000,0,396300,396300,396300,0,,12930.64,2023,2023,4, ,0,0.0,0,0,0,0,0,2044,4304,2044,1540,0,0,1540,0,2003
13528401,15.0,10.90072499,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,8.49, ,369824,57212002, ,SINGLE FAMILY RESIDENCE,No,872100,80003.85301095,872100,872100,0,611300,56078.83883223,611300,611300,0,260800,260800,260800,0,,0.0,0,2023,17,DEED (REG),0,0.0,0,0,0,0,0,2750,5249,2750,1880,0,0,1435,484,1969
19706115,15.0,83.08209663,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,83.08,Yes,3618965,57142018, ,SINGLE FAMILY RESIDENCE,No,2621900,31557.9421619,2621900,2621900,0,2621900,31557.9421619,2621900,2621900,0,0,0,0,0,,18303.49,2023,2023,17,WARRANTY DEED,3316500,39918.3474503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01126124,10.0,15.00047104,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,14.64, ,637718,63111000, ,SINGLE FAMILY RESIDENCE,No,1214300,80950.79124271,1214300,1214300,0,631500,42098.67797889,631500,631500,0,582800,582800,582800,0,,8003.02,2023,2023,12,WARRANTY DEED,2000000,133329.1464098,0,0,0,0,0,3826,5453,3826,1946,0,0,0,576,2000
01746102,15.0,33.93191471,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,SFR,33.92,Yes,1477555,62241046, ,SINGLE FAMILY RESIDENCE,No,1050700,30964.94875002,1050700,1050700,0,1050700,30964.94875002,1050700,1050700,0,0,0,0,0,,6820.09,2023,2023,4,WARRANTY DEED,136000,4008.02610641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19523106,15.0,40.52262949,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,40.287,Yes,1754902,57132005, ,SINGLE FAMILY RESIDENCE,No,3657700,90263.14545912,3657700,3657700,0,3657700,90263.14545912,3657700,3657700,0,0,0,0,0,,0.0,0,2023,24,WARRANTY DEED,4549000,112258.26303238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01925393,3.0,10.12492802,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,10.14,Yes,441698,63101013, ,SINGLE FAMILY RESIDENCE,No,153000,15111.21854387,153000,153000,0,153000,15111.21854387,153000,153000,0,0,0,0,0,,0.0,0,2023,4, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13924125,15.0,10.64216692,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),10.662, ,464437,57151033, ,AGRICULTURAL,No,235822,22159.20889892,235822,235822,0,235822,22159.20889892,235822,235822,0,0,0,0,0,,42.93,2023,2023,16, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00925135,15.0,16.19943726,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,RURAL HOMESITE,16.17, ,704365,63081019, ,SINGLE FAMILY RESIDENCE,No,629724,38873.20219035,629724,629724,0,570624,35224.92731207,570624,570624,0,59100,59100,59100,0,,1304.4,2023,2023,4,DEED (REG),0,0.0,0,0,0,0,0,920,1080,920,920,0,0,0,0,1941
00176176,15.0,11.5602942,Mecklenburg,CORNELIUS,NC,28031,GR,Residential,SFR,11.52,Yes,501811,62161025, ,SINGLE FAMILY RESIDENCE,No,1197200,103561.37819191,1197200,1197200,0,1197200,103561.37819191,1197200,1197200,0,0,0,0,0,,10315.3,2023,2023,2,DEED (REG),288000,24912.86077453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01115102,15.0,13.12455955,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,13.972,Yes,608620,63111015, ,SINGLE FAMILY RESIDENCE,Yes,1186600,90410.653066,1186600,1186600,0,894400,68147.04879676,894400,894400,0,292200,292200,292200,0,,7776.97,2023,2023,12,WARRANTY DEED,1500000,114289.54963678,0,0,0,0,0,1980,1980,1980,1404,0,0,0,0,2000
13913210,15.0,26.15004354,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,FOREST,26.004,Yes,1132734,57151000, ,AGRICULTURAL,No,691600,26447.37469912,691600,691600,0,691600,26447.37469912,691600,691600,0,0,0,0,0,,69.3,2023,2023,16,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00716203,5.0,12.50322662,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,RESIDENTIAL (NEC),12.285,Yes,535135,64043016, ,SINGLE FAMILY RESIDENCE,No,2025589,162005.30158685,2025589,2025589,0,1417189,113345.86204337,1417189,1417189,0,608400,608400,608400,0,,4118.11,2023,2023,23,WARRANTY DEED,575000,45988.12908859,287500,0,0,0,0,5935,6026,5935,4000,0,0,0,0,2013
19708212,4.0,10.07626936,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,10.0728, ,438771,57143009, ,SINGLE FAMILY RESIDENCE,No,829200,82292.36142787,829200,829200,0,414300,41116.40779012,414300,414300,0,414900,414900,414900,0,,5833.15,2023,2023,17,WARRANTY DEED,600000,59545.84763232,425000,0,0,0,0,3752,4684,3752,1846,0,0,0,836,1992
01932108,15.0,35.51037367,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,35.77,Yes,1558141,63072003, ,SINGLE FAMILY RESIDENCE,No,2148400,60500.63059993,2148400,2148400,0,2141600,60309.13726159,2141600,2141600,0,6800,6800,6800,0,,14080.62,2023,2023,12,DEED (REG),74000,2083.89809365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16515104,2.0,35.42680538,Mecklenburg,CHARLOTTE,NC,28212,R4,Residential,SFR,35.48, ,1545509,19211003, ,SINGLE FAMILY RESIDENCE,No,1566300,44212.28454295,1566300,1566300,0,1307600,36909.90440424,1307600,1307600,0,258700,258700,258700,0,,0.0,0,2023,8,DEED (REG),150000,4234.08202863,0,0,0,0,0,4420,5216,4420,4420,0,0,0,0,1946
01110215,15.0,13.89514536,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,13.6556,Yes,594838,63101075, ,SINGLE FAMILY RESIDENCE,No,1937700,139451.58177805,1937700,1937700,0,875800,63029.2074734,875800,875800,0,1061900,1061900,1061900,0,,0.0,0,2023,12,WARRANTY DEED,1425000,102553.80297968,0,0,0,0,0,5565,7069,5565,3299,0,0,0,1154,2007
19353205,5.0,13.68618051,Mecklenburg,MATTHEWS,NC,28105,R15,Residential,SFR,13.596,Yes,592242,57221009, ,SINGLE FAMILY RESIDENCE,No,731000,53411.54164336,731000,731000,0,731000,53411.54164336,731000,731000,0,0,0,0,0,,5406.48,2023,2023,19,WARRANTY DEED,707000,51657.94793688,295783,0,0,0,0,0,0,0,0,0,0,0,0,0
01910116,15.0,37.54908632,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,SFR,38.22,Yes,1664863,63072001, ,SINGLE FAMILY RESIDENCE,No,1773700,47236.83513031,1773700,1773700,0,1773700,47236.83513031,1773700,1773700,0,0,0,0,0,,11513.08,2023,2023,4,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13919104,12.0,18.62456446,Mecklenburg,MIDLAND,NC,28107,R,Residential,SFR,19.496, ,849246,57151027, ,SINGLE FAMILY RESIDENCE,No,560800,30110.77125244,560800,560800,0,518600,27844.9464542,518600,518600,0,42200,42200,42200,0,,3690.26,2023,2023,16,WARRANTY DEED,215000,11543.89411425,0,0,0,0,0,2457,2646,2457,2037,0,0,0,680,1966
00314111,15.0,13.22093529,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,14.09,Yes,613760,64041006, ,SINGLE FAMILY RESIDENCE,No,1012900,76613.33921373,1012900,1012900,0,1012900,76613.33921373,1012900,1012900,0,0,0,0,0,,0.0,0,2023,23,SPECIAL WARRANTY DEED,8583500,649235.4597108,6065970,0,0,0,0,0,0,0,0,0,0,0,0,0
01501126,1.0,10.52261016,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,11.003, ,479291,62211000, ,SINGLE FAMILY RESIDENCE,No,1062799,101001.4609987,1062799,1062799,0,582199,55328.3824994,582199,582199,0,480600,480600,480600,0,,4405.55,2023,2023,4, ,0,0.0,0,0,0,0,0,3428,5412,3428,1434,0,0,0,814,2002
01934103,15.0,19.35993941,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,19.82, ,863359,63072008, ,SINGLE FAMILY RESIDENCE,No,549900,28404.01450949,549900,549900,0,549900,28404.01450949,549900,549900,0,0,0,0,0,,3604.04,2023,2023,12,WARRANTY DEED,8000,413.22443367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02323102,1.0,29.24948194,Mecklenburg,CHARLOTTE,NC,28214,R8CD,Residential,SFR,29.31,Yes,1276744,61031038, ,SINGLE FAMILY RESIDENCE,Yes,984800,33668.97239437,984800,984800,0,984800,33668.97239437,984800,984800,0,0,0,0,0,,6673.99,2023,2023,7,WARRANTY DEED,1400000,47864.09560531,1225000,0,535000,0,0,0,0,0,0,0,0,0,0,0
00721113,15.0,10.15336485,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,10.15, ,442134,64043011, ,SINGLE FAMILY RESIDENCE,No,1052500,103660.21667067,1052500,1052500,0,1052500,103660.21667067,1052500,1052500,0,0,0,0,0,,7779.03,2023,2023,3,WARRANTY DEED,1075000,105876.23080377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01540102,1.0,43.98415818,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,44.933,Yes,1957281,62211000, ,SINGLE FAMILY RESIDENCE,Yes,1791400,40728.30023675,1791400,1791400,0,1791400,40728.30023675,1791400,1791400,0,0,0,0,0,,11627.97,2023,2023,4,SPECIAL WARRANTY DEED,188500,4285.63391461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00712208,15.0,21.39983871,Mecklenburg,CORNELIUS,NC,28031,RP,Residential,SFR,21.5,Yes,936540,64091063, ,SINGLE FAMILY RESIDENCE,No,2692000,125795.3406177,2692000,2692000,0,2692000,125795.3406177,2692000,2692000,0,0,0,0,0,,0.0,0,2023,2,WARRANTY DEED,701500,32780.62089276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19504371,15.0,12.60529774,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),14.0, ,609840,57131020, ,AGRICULTURAL,No,886203,70304.01170362,886203,886203,0,886203,70304.01170362,886203,886203,0,0,0,0,0,,53.2,2023,2023,17,DEED (REG),280000,22212.88268829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01544102,15.0,26.30719991,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,RURAL HOMESITE,26.25, ,1143450,62231000, ,SINGLE FAMILY RESIDENCE,No,1731582,65821.60038603,1731582,1731582,0,1438082,54664.95882167,1438082,1438082,0,293500,293500,293500,0,,3355.06,2023,2023,4,WARRANTY DEED,0,0.0,0,0,0,0,0,2566,3550,2566,1452,0,0,0,600,1974
01304101,15.0,184.39864866,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,184.4,Yes,8032464,62222025, ,SINGLE FAMILY RESIDENCE,No,7124600,38636.94257964,7124600,7124600,0,6841200,37100.0549611,6841200,6841200,0,283400,283400,283400,0,,44.5,2023,2023,12,SPECIAL WARRANTY DEED,6600000,35792.01934503,0,0,0,0,0,3084,3605,3084,1956,0,0,0,0,1900
01124102,15.0,19.08059522,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,20.31, ,884704,63111012, ,SINGLE FAMILY RESIDENCE,No,1001400,52482.63947892,1001400,1001400,0,844800,44275.34834411,844800,844800,0,156600,156600,156600,0,,6607.67,2023,2023,12,WARRANTY DEED,13500,707.52509783,0,0,0,0,0,1590,1710,1590,1590,0,0,0,0,1972
21906110,15.0,16.77532285,Mecklenburg,CHARLOTTE,NC,28273,R17MFCD,Residential,SHOPPING CENTER,16.781,Yes,730980,59183001, ,RETAIL,Yes,30249900,1803238.02184954,30249900,30249900,0,5532700,329811.83420398,5532700,5532700,0,24717200,24717200,24717200,0,,221883.02,2023,2023,8,SPECIAL WARRANTY DEED,33150000,1976116.95986804,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
01520106,4.0,57.22003731,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,AGRICULTURAL (NEC),53.357, ,2324231,62231040, ,AGRICULTURAL,Yes,2359070,41228.04022901,2359070,2359070,0,2359070,41228.04022901,2359070,2359070,0,0,0,0,0,,0.0,0,2023,4, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13522104,15.0,10.2315073,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,10.59, ,461300,57211000, ,SINGLE FAMILY RESIDENCE,No,648200,63353.32428369,648200,648200,0,413600,40424.15137879,413600,413600,0,234600,234600,234600,0,,0.0,0,2023,17,DEED (REG),0,0.0,0,0,0,0,0,1680,2456,1680,1680,0,0,0,420,1961
21509106,15.0,12.97101098,Mecklenburg,MATTHEWS,NC,28105,R15,Residential,SFR,13.179,Yes,574077,57121014, ,SINGLE FAMILY RESIDENCE,Yes,1681600,129642.94013786,1681600,1681600,0,1681600,129642.94013786,1681600,1681600,0,0,0,0,0,,0.0,0,2023,19,SPECIAL WARRANTY DEED,3650000,281396.72425261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01506645,1.0,33.27433843,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,33.268,Yes,1449154,62141001, ,SINGLE FAMILY RESIDENCE,No,102800,3089.46788608,102800,102800,0,102800,3089.46788608,102800,102800,0,0,0,0,0,,0.0,0,2023,4, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02101107,15.0,11.0384833,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,11.9, ,518364,63051058, ,SINGLE FAMILY RESIDENCE,No,824500,74693.23257142,824500,824500,0,418000,37867.52118236,418000,418000,0,406500,406500,406500,0,,5448.28,2023,2023,12,DEED (REG),12000,1087.10587126,0,0,0,0,0,4014,4464,4014,3000,0,0,1404,1950,1977
13937103,15.0,41.64140429,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),44.09, ,1920560,57141023, ,AGRICULTURAL,No,1624530,39012.37308288,1624530,1624530,0,1528230,36699.77095927,1528230,1528230,0,96300,96300,96300,0,,807.73,2023,2023,16,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00312101,15.0,107.96353503,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,AGRICULTURAL (NEC),112.47,Yes,4899193,64041051, ,AGRICULTURAL,No,6003700,55608.59042408,6003700,6003700,0,5998800,55563.20472974,5998800,5998800,0,4900,4900,4900,0,,352.67,2023,2023,23,TRUSTEE DEED,11500,106.51744589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01320103,9.0,15.97657475,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RURAL HOMESITE,15.71, ,684328,62222011, ,SINGLE FAMILY RESIDENCE,No,1399355,87587.92308414,1399355,1399355,0,690375,43211.70281966,690375,690375,0,708980,708980,708980,0,,0.0,0,2023,4,WARRANTY DEED,473500,29637.14109739,330855,0,0,0,0,1607,2124,1607,1607,0,0,0,440,2020
00336105,15.0,37.48828681,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,RURAL HOMESITE,38.22, ,1664863,64041018, ,SINGLE FAMILY RESIDENCE,No,2404436,64138.32704624,2404436,2404436,0,2060736,54970.13001135,2060736,2060736,0,343700,343700,343700,0,,5969.39,2023,2023,23,WARRANTY DEED,0,0.0,0,0,0,0,0,2721,6510,2721,2721,0,0,2721,798,1983
00307101,15.0,20.78040522,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,20.412, ,889147,64041000, ,SINGLE FAMILY RESIDENCE,No,1418300,68251.79705545,1418300,1418300,0,1218800,58651.40679065,1218800,1218800,0,199500,199500,199500,0,,9418.05,2023,2023,23,WARRANTY DEED,0,0.0,0,0,0,0,0,1908,3750,1908,1908,0,0,986,600,1966
00940103,15.0,17.33317401,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,AGRICULTURAL (NEC),17.2,Yes,749232,62101022, ,AGRICULTURAL,No,344404,19869.64417122,344404,344404,0,344404,19869.64417122,344404,344404,0,0,0,0,0,,72.02,2023,2023,4,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02112102,4.0,23.24549181,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,23.64,Yes,1029758,55172009, ,SINGLE FAMILY RESIDENCE,No,611300,26297.57223871,611300,611300,0,611300,26297.57223871,611300,611300,0,0,0,0,0,,4006.46,2023,2023,12,WARRANTY DEED,500000,21509.54706258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21525424,15.0,13.97675142,Mecklenburg,MATTHEWS,NC,28105,R15,Residential,AGRICULTURAL (NEC),13.85,Yes,603306,57122013, ,AGRICULTURAL,No,1491126,106686.16442071,1491126,1491126,0,1491126,106686.16442071,1491126,1491126,0,0,0,0,0,,59.39,2023,2023,19, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01119129,2.0,22.79293001,Mecklenburg,HUNTERSVILLE,NC,28078,NRCD,Residential,SFR,22.967,Yes,1000443,63112007, ,SINGLE FAMILY RESIDENCE,No,1624800,71285.26253998,1624800,1624800,0,1502600,65923.95094324,1502600,1502600,0,122200,122200,122200,0,,10745.08,2023,2023,4,WARRANTY DEED,1925000,84456.01328746,0,0,0,0,0,1568,1744,1568,1092,0,0,0,0,1906
00721109,15.0,11.18316064,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,11.183, ,487131,64043011, ,SINGLE FAMILY RESIDENCE,No,856500,76588.36600835,856500,856500,0,856500,76588.36600835,856500,856500,0,0,0,0,0,,0.0,0,2023,3,WARRANTY DEED,960000,85843.35244368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02303104,15.0,21.24029558,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,19.99,Yes,870764,48001014, ,SINGLE FAMILY RESIDENCE,No,959500,45173.57098249,959500,959500,0,959500,45173.57098249,959500,959500,0,0,0,0,0,,0.0,0,2023,12,WARRANTY DEED,192000,9039.42222891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02103213,15.0,11.16737902,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,10.988, ,478637,63051007, ,SINGLE FAMILY RESIDENCE,No,581500,52071.30508807,581500,581500,0,158700,14211.03373599,158700,158700,0,422800,422800,422800,0,,3855.66,2023,2023,12,WARRANTY DEED,405000,36266.34318258,354906,0,0,0,0,2605,3369,2605,2605,0,0,0,564,2006
13908203,15.0,68.92984264,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),69.25, ,3016530,57141016, ,AGRICULTURAL,No,1713938,24864.9631925,1713938,1713938,0,1713938,24864.9631925,1713938,1713938,0,0,0,0,0,,222.77,2023,2023,16,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13928213,1.0,12.57797043,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,RESIDENTIAL (NEC),12.558, ,547026,57151020, ,SINGLE FAMILY RESIDENCE,No,615600,48942.71324029,615600,615600,0,42500,3378.92350993,42500,42500,0,573100,573100,573100,0,,4046.51,2023,2023,16,WARRANTY DEED,543000,43170.71684451,470462,0,0,0,0,0,0,0,0,0,0,0,0,2020
13916102,15.0,67.91252883,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,67.92, ,2958595,57141008, ,SINGLE FAMILY RESIDENCE,No,1269700,18696.10838932,1269700,1269700,0,1264800,18623.9567542,1264800,1264800,0,4900,4900,4900,0,,8254.32,2023,2023,16,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00706210,13.0,12.84595947,Mecklenburg,CORNELIUS,NC,28031,NR,Residential,SFR,12.8459,Yes,559567,64102007, ,SINGLE FAMILY RESIDENCE,No,900200,70076.5094614,900200,900200,0,900200,70076.5094614,900200,900200,0,0,0,0,0,,5817.1,2023,2023,2,SPECIAL WARRANTY DEED,3000000,233536.46787848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19713109,2.0,16.10905038,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,16.11, ,701752,57143000, ,SINGLE FAMILY RESIDENCE,No,691800,42944.80329215,691800,691800,0,664000,41219.06531655,664000,664000,0,27800,27800,27800,0,,4497.4,2023,2023,16,WARRANTY DEED,685000,42522.68033409,448000,0,0,0,0,0,0,0,0,0,0,0,0,0
01125106,15.0,11.28810208,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,11.49, ,500504,63111001, ,SINGLE FAMILY RESIDENCE,No,1033700,91574.29586724,1033700,1033700,0,706800,62614.60028922,706800,706800,0,326900,326900,326900,0,,6819.37,2023,2023,12,WARRANTY DEED,1300000,115165.50704016,1040000,0,0,0,0,1982,1982,1982,1198,0,0,0,0,1992
00753105,2.0,16.79754382,Mecklenburg,CORNELIUS,NC,28031,RP,Residential,SFR,16.964,Yes,738952,63111009, ,SINGLE FAMILY RESIDENCE,No,741800,44161.21833999,741800,741800,0,741800,44161.21833999,741800,741800,0,0,0,0,0,,0.0,0,2023,27,WARRANTY DEED,542000,32266.62218964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
