Parcel Number,Ownership Duration,Calculated Acres,County,City,State,Zip Code,Zoning Code,Zoning Type,Land Use,Deeded Acres,Owner Corporate Indicator,Land Square Footage,Census Tract,Mobile Home Indicator,Property Indicator,Out of State Owner,Total Value Calculated,Total Value Per Acre,Assessed Total Value,Market Total Value,Appraised Total Value,Land Value Calculated,Total Land Value Per Acre,Assessed Land Value,Market Land Value,Appraised Land Value,Improvement Value Calculated,Assessed Improvement Value,Market Improvement Value,Appraised Improvement Value,Assessed Improvement Value Ratio,Tax Amount,Tax Year,Assessed Year,Tax Code Area,Document Type,Sale Price,Sale Price Per Acre,1st Mortgage Amount,Mortgage Assumption Amount,2nd Mortgage Amount,Front Footage,Depth Footage,Universal Building Square Feet,Building Square Feet,Living Square Feet,Ground Floor Square Feet,Gross Square Feet,Adjusted Gross Square Feet,Basement Square Feet,Garage/Parking Square Feet,Year Built
01738107,15.0,38.36677147,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RURAL HOMESITE,38.616, ,1682113,62241095, ,SINGLE FAMILY RESIDENCE,No,2001835,52176.26929164,2001835,2001835,0,1721435,44867.86180083,1721435,1721435,0,280400,280400,280400,0,,0.0,0,2023,4,WARRANTY DEED,514500,13410.04156214,448301,0,0,0,0,1545,1719,1545,1735,0,0,0,408,1918
01918135,9.0,18.40117499,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,18.1,Yes,788436,63072000, ,SINGLE FAMILY RESIDENCE,No,886400,48170.83694723,886400,886400,0,886400,48170.83694723,886400,886400,0,0,0,0,0,,5809.47,2023,2023,12,WARRANTY DEED,491500,26710.25085691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19523202,15.0,10.69693459,Mecklenburg,MATTHEWS,NC,28104,R,Residential,SFR,11.0, ,479160,57132024, ,SINGLE FAMILY RESIDENCE,No,809800,75703.93116603,809800,809800,0,484500,45293.34977765,484500,484500,0,325300,325300,325300,0,,5309.01,2023,2023,24, ,0,0.0,0,0,0,0,0,1870,2820,1870,1870,0,0,0,768,1980
13714114,15.0,14.68208262,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,14.682,Yes,639548,57191001, ,SINGLE FAMILY RESIDENCE,No,370000,25200.78449496,370000,370000,0,370000,25200.78449496,370000,370000,0,0,0,0,0,,2582.97,2023,2023,17,WARRANTY DEED,293000,19956.29691087,325000,0,0,0,0,0,0,0,0,0,0,0,0,0
13942101,15.0,46.12000986,Mecklenburg,MIDLAND,NC,28107,R,Residential,AGRICULTURAL (NEC),45.37, ,1976317,57151027, ,AGRICULTURAL,No,1077300,23358.62466891,1077300,1077300,0,1077300,23358.62466891,1077300,1077300,0,0,0,0,0,,127.59,2023,2023,16, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19710105,2.0,12.14617159,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,11.6, ,505296,57143004, ,SINGLE FAMILY RESIDENCE,No,353000,29062.65544951,353000,353000,0,341500,28115.85505951,341500,341500,0,11500,11500,11500,0,,2339.35,2023,2023,16,WARRANTY DEED,0,0.0,0,0,0,0,0,1285,1603,1285,1285,0,0,0,0,1941
13906378,15.0,26.18676481,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,26.18,Yes,1140401,57141045, ,SINGLE FAMILY RESIDENCE,No,648000,24745.32477338,648000,648000,0,648000,24745.32477338,648000,648000,0,0,0,0,0,,4523.69,2023,2023,17, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334104,10.0,55.84115523,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,55.83, ,2431955,64041000, ,SINGLE FAMILY RESIDENCE,No,3202300,57346.59297569,3202300,3202300,0,2286800,40951.8748452,2286800,2286800,0,915500,915500,915500,0,,21208.5,2023,2023,23,WARRANTY DEED,818500,14657.64805003,300000,0,20000,0,0,5274,7635,5274,2100,0,0,0,1740,1975
01501112,15.0,23.62111296,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RURAL HOMESITE,23.4, ,1019304,62211000, ,SINGLE FAMILY RESIDENCE,No,1460197,61817.45130922,1460197,1460197,0,1243197,52630.75462781,1243197,1243197,0,217000,217000,217000,0,,2445.58,2023,2023,4,WARRANTY DEED,0,0.0,0,0,0,0,0,2072,2607,2072,1208,0,0,0,840,1915
01519110,15.0,29.91603044,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,UTILITIES,30.34,Yes,1321610,62231033, ,UTILITIES,No,1703100,56929.34439142,1703100,1703100,0,1692400,56571.67661796,1692400,1692400,0,10700,10700,10700,0,,0.0,0,2023,4,WARRANTY DEED,18500,618.39755225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21522101,15.0,32.60104934,Mecklenburg,MATTHEWS,NC,28105,R12,Residential,FOREST,32.14,Yes,1400018,58341031, ,AGRICULTURAL,No,2819482,86484.3941263,2819482,2819482,0,2819482,86484.3941263,2819482,2819482,0,0,0,0,0,,97.46,2023,2023,19, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00302106,15.0,50.52613435,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,RURAL HOMESITE,50.87, ,2215897,64032002, ,SINGLE FAMILY RESIDENCE,No,3613494,71517.3255627,3613494,3613494,0,3502994,69330.33854275,3502994,3502994,0,110500,110500,110500,0,,2989.74,2023,2023,23,DEED (REG),0,0.0,0,0,0,0,0,1232,1500,1232,1092,0,0,0,0,1900
01313126,15.0,44.3196852,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,43.86,Yes,1910542,62231010, ,AGRICULTURAL,No,1627206,36715.19760895,1627206,1627206,0,1627206,36715.19760895,1627206,1627206,0,0,0,0,0,,116.73,2023,2023,4,DEED (REG),78000,1759.94029858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01546110,15.0,13.12560109,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,13.43,Yes,585011,62231040, ,SINGLE FAMILY RESIDENCE,No,865800,65962.69337373,865800,865800,0,865800,65962.69337373,865800,865800,0,0,0,0,0,,0.0,0,2023,4,WARRANTY DEED,120000,9142.43844404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02103116,15.0,27.2232407,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,26.886, ,1171154,63051023, ,SINGLE FAMILY RESIDENCE,No,1669800,61337.29699078,1669800,1669800,0,951900,34966.44688318,951900,951900,0,717900,717900,717900,0,,10988.37,2023,2023,12,WARRANTY DEED,560000,20570.65895008,0,0,0,0,0,2469,3649,2469,1593,0,0,0,576,2009
01109215,15.0,29.88937278,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,30.04,Yes,1308542,63101000, ,SINGLE FAMILY RESIDENCE,Yes,1630200,54541.12443642,1630200,1630200,0,1328600,44450.58147849,1328600,1328600,0,301600,301600,301600,0,,10728.83,2023,2023,12,WARRANTY DEED,769551,25746.64265193,0,0,0,0,0,2586,2628,2586,1674,0,0,0,0,1992
01113134,15.0,25.41453074,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,25.3897, ,1105975,63101002, ,AGRICULTURAL,No,1033174,40652.88517541,1033174,1033174,0,284174,11181.55605139,284174,284174,0,749000,749000,749000,0,,0.0,0,2023,12, ,0,0.0,0,0,0,0,0,6433,6433,4201,2189,0,0,0,906,2005
01540102,8.0,43.98415818,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,44.933,Yes,1957281,62211000, ,SINGLE FAMILY RESIDENCE,Yes,1791400,40728.30023675,1791400,1791400,0,1791400,40728.30023675,1791400,1791400,0,0,0,0,0,,11627.97,2023,2023,4,SPECIAL WARRANTY DEED,188500,4285.63391461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00542301,15.0,60.40533886,Mecklenburg,CORNELIUS,NC,28031,NR,Residential,SFR,69.3,Yes,3018708,62241089, ,SINGLE FAMILY RESIDENCE,No,2328956,38555.46618529,2328956,2328956,0,2328956,38555.46618529,2328956,2328956,0,0,0,0,0,,0.0,0,2023,27,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01113124,15.0,25.51493129,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,25.551, ,1113002,63101002, ,AGRICULTURAL,No,1780247,69772.75306302,1780247,1780247,0,1373347,53825.22824127,1373347,1373347,0,406900,406900,406900,0,,3.0,2023,2023,12, ,0,0.0,0,0,0,0,0,4485,4485,3748,1798,0,0,0,912,2000
13925107,15.0,11.31738742,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,FOREST,12.26, ,534046,57151011, ,AGRICULTURAL,No,1411716,124738.68284706,1411716,1411716,0,326116,28815.48434342,326116,326116,0,1085600,1085600,1085600,0,,7645.45,2023,2023,16,GRANT DEED,0,0.0,0,0,0,0,0,7265,7265,6242,3811,0,0,0,168,2010
22109654,15.0,18.11169469,Mecklenburg,PINEVILLE,NC,28134,R12,Residential,SFR,18.1,Yes,788436,58672016, ,SINGLE FAMILY RESIDENCE,No,61500,3395.59610813,61500,61500,0,61500,3395.59610813,61500,61500,0,0,0,0,0,,466.24,2023,2023,21, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02321126,1.0,26.76558979,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RESIDENTIAL (NEC),26.85,Yes,1169586,62222070, ,SINGLE FAMILY RESIDENCE,No,1806410,67490.01289086,1806410,1806410,0,1286760,48075.15956369,1286760,1286760,0,519650,519650,519650,0,,3563.79,2023,2023,12,WARRANTY DEED,4600000,171862.45608579,3285000,0,3285000,0,0,0,0,0,0,0,0,0,0,2017
13906102,15.0,25.67911337,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,25.683,Yes,1118751,57141045, ,SINGLE FAMILY RESIDENCE,No,593300,23104.3802592,593300,593300,0,593300,23104.3802592,593300,593300,0,0,0,0,0,,4141.83,2023,2023,17,WARRANTY DEED,196000,7632.66228013,130366,0,65183,0,0,0,0,0,0,0,0,0,0,0
01126140,3.0,15.61292784,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RURAL HOMESITE,15.621,Yes,680451,63111000, ,SINGLE FAMILY RESIDENCE,Yes,991400,63498.66021457,991400,991400,0,991400,63498.66021457,991400,991400,0,0,0,0,0,,6435.17,2023,2023,4,SPECIAL WARRANTY DEED,1596500,102255.00406754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01917105,15.0,25.74345931,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,24.636,Yes,1073144,63072003, ,SINGLE FAMILY RESIDENCE,No,927100,36013.03106693,927100,927100,0,922900,35849.88282998,922900,922900,0,4200,4200,4200,0,,6120.72,2023,2023,12,SPECIAL WARRANTY DEED,5561000,216016.03469228,0,0,0,0,0,1232,1384,1232,1152,0,0,0,0,1950
19504340,15.0,18.56171531,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,RURAL HOMESITE,19.03, ,828947,57131020, ,SINGLE FAMILY RESIDENCE,No,2744698,147868.76934641,2744698,2744698,0,1444598,77826.75123467,1444598,1444598,0,1300100,1300100,1300100,0,,10424.78,2023,2023,17,DEED (REG),326500,17589.96916659,0,0,0,0,0,5548,7220,5548,2914,0,0,0,1168,1990
00905117,15.0,13.47041538,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,AGRICULTURAL (NEC),13.813, ,601694,62101022, ,AGRICULTURAL,No,294054,21829.61636838,294054,294054,0,294054,21829.61636838,294054,294054,0,0,0,0,0,,53.54,2023,2023,4,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13907217,15.0,28.89439855,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),27.2, ,1184832,57141022, ,AGRICULTURAL,No,897600,31064.84457848,897600,897600,0,897600,31064.84457848,897600,897600,0,0,0,0,0,,114.06,2023,2023,16,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00709101,15.0,81.94859275,Mecklenburg,CORNELIUS,NC,28031,RP,Residential,AGRICULTURAL (NEC),74.75, ,3256110,64091026, ,AGRICULTURAL,No,4645290,56685.41514117,4645290,4645290,0,4633390,56540.20215335,4633390,4633390,0,11900,11900,11900,0,,375.45,2023,2023,27,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13534199,15.0,28.55427849,Mecklenburg,MATTHEWS,NC,28105,R,Residential,FOREST,28.5, ,1241460,57201017, ,AGRICULTURAL,No,2042085,71515.90262355,2042085,2042085,0,1988885,69652.78428147,1988885,1988885,0,53200,53200,53200,0,,0.0,0,2023,17,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
