Parcel Number,Ownership Duration,Calculated Acres,County,City,State,Zip Code,Zoning Code,Zoning Type,Land Use,Deeded Acres,Owner Corporate Indicator,Land Square Footage,Census Tract,Mobile Home Indicator,Property Indicator,Out of State Owner,Total Value Calculated,Total Value Per Acre,Assessed Total Value,Market Total Value,Appraised Total Value,Land Value Calculated,Total Land Value Per Acre,Assessed Land Value,Market Land Value,Appraised Land Value,Improvement Value Calculated,Assessed Improvement Value,Market Improvement Value,Appraised Improvement Value,Assessed Improvement Value Ratio,Tax Amount,Tax Year,Assessed Year,Tax Code Area,Document Type,Sale Price,Sale Price Per Acre,1st Mortgage Amount,Mortgage Assumption Amount,2nd Mortgage Amount,Front Footage,Depth Footage,Universal Building Square Feet,Building Square Feet,Living Square Feet,Ground Floor Square Feet,Gross Square Feet,Adjusted Gross Square Feet,Basement Square Feet,Garage/Parking Square Feet,Year Built
00727117,15.0,10.88775762,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,AGRICULTURAL (NEC),10.0, ,435600,64042015, ,AGRICULTURAL,No,1212753,111386.84772956,1212753,1212753,0,1212753,111386.84772956,1212753,1212753,0,0,0,0,0,,36.42,2023,2023,23,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19705115,15.0,41.0965811,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),40.91, ,1782040,57142007, ,AGRICULTURAL,No,1559275,37941.72065701,1559275,1559275,0,1559275,37941.72065701,1559275,1559275,0,0,0,0,0,,118.49,2023,2023,17,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00725105,12.0,16.67065941,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,16.51, ,719176,64042009, ,SINGLE FAMILY RESIDENCE,No,2074300,124428.19140358,2074300,2074300,0,1603400,96180.95844212,1603400,1603400,0,470900,470900,470900,0,,13798.04,2023,2023,23,WARRANTY DEED,1100000,65984.19251986,1100000,0,0,0,0,2926,3342,2926,2302,0,0,0,400,1985
01934104,15.0,19.51320241,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,19.82, ,863359,63072008, ,SINGLE FAMILY RESIDENCE,No,549900,28180.9202048,549900,549900,0,549900,28180.9202048,549900,549900,0,0,0,0,0,,3604.04,2023,2023,12,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01131112,15.0,11.95678184,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,12.0, ,522720,63101006, ,SINGLE FAMILY RESIDENCE,No,741800,62040.10493496,741800,741800,0,520800,43556.87065264,520800,520800,0,221000,221000,221000,0,,5013.53,2023,2023,4,WARRANTY DEED,315000,26344.88144313,240000,0,0,0,0,2856,3920,2856,1736,0,0,1120,616,1991
00754372,15.0,18.63395146,Mecklenburg,CORNELIUS,NC,28031,RP,Residential,SFR,18.913,Yes,823850,64043018, ,SINGLE FAMILY RESIDENCE,No,457500,24551.95833768,457500,457500,0,457500,24551.95833768,457500,457500,0,0,0,0,0,,2956.36,2023,2023,2, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01314114,15.0,11.67089419,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,11.565, ,503771,62221012, ,SINGLE FAMILY RESIDENCE,No,702300,60175.33778537,702300,702300,0,272300,23331.5456058,272300,272300,0,430000,430000,430000,0,,4757.13,2023,2023,4,WARRANTY DEED,325000,27847.05222874,292000,0,0,0,0,3675,4716,3675,2386,0,0,0,2400,1995
02122106,15.0,12.11922625,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,FOREST,12.1,Yes,527076,63051006, ,AGRICULTURAL,No,423511,34945.38275199,423511,423511,0,423511,34945.38275199,423511,423511,0,0,0,0,0,,32.51,2023,2023,12,WARRANTY DEED,975500,80491.93733944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19715507,15.0,17.11448914,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,11.7, ,509652,202033000, ,SINGLE FAMILY RESIDENCE,No,476300,27830.22011842,476300,476300,0,476300,27830.22011842,476300,476300,0,0,0,0,0,,3096.43,2023,2023,16, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00932114,15.0,11.49876197,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,AGRICULTURAL (NEC),12.13, ,528383,62121025, ,AGRICULTURAL,No,264550,23006.82461131,264550,264550,0,264550,23006.82461131,264550,264550,0,0,0,0,0,,50.79,2023,2023,4,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13919106,15.0,20.28222637,Mecklenburg,MIDLAND,NC,28107,R,Residential,SFR,20.0, ,871200,57151041, ,SINGLE FAMILY RESIDENCE,No,794000,39147.57608481,794000,794000,0,505400,24918.36895877,505400,505400,0,288600,288600,288600,0,,5206.29,2023,2023,16,WARRANTY DEED,125000,6163.0314995,0,0,0,0,0,1650,3024,1650,1290,0,0,0,640,1927
23113105,15.0,15.84120559,Mecklenburg,MATTHEWS,NC,28105,R3,Residential,SFR,15.01,Yes,653836,58172010, ,SINGLE FAMILY RESIDENCE,No,1591800,100484.77632954,1591800,1591800,0,1591800,100484.77632954,1591800,1591800,0,0,0,0,0,,10787.64,2023,2023,13,SPECIAL WARRANTY DEED,3167500,199953.21587123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13920118,15.0,11.92697171,Mecklenburg,MIDLAND,NC,28107,R,Residential,SFR,12.026, ,523853,57151044, ,SINGLE FAMILY RESIDENCE,No,578700,48520.27942613,578700,578700,0,271900,22797.06925171,271900,271900,0,306800,306800,306800,0,,3806.63,2023,2023,16,WARRANTY DEED,198000,16601.02873056,0,0,0,0,0,1728,2658,1728,868,0,0,0,600,2001
00714102,6.0,62.57040664,Mecklenburg,CORNELIUS,NC,28031,RP,Residential,FOREST,59.38, ,2586593,64091073, ,AGRICULTURAL,No,4666758,74584.10853777,4666758,4666758,0,4666758,74584.10853777,4666758,4666758,0,0,0,0,0,,224.79,2023,2023,27,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13923126,15.0,30.61360307,Mecklenburg,MIDLAND,NC,28107,R,Residential,RURAL HOMESITE,31.09,Yes,1354280,57151041, ,SINGLE FAMILY RESIDENCE,No,761850,24885.99588479,761850,761850,0,638450,20855.10805624,638450,638450,0,123400,123400,123400,0,,1086.87,2023,2023,16,WARRANTY DEED,180500,5896.07174274,0,0,0,0,0,1792,2032,1792,1792,0,0,0,0,1996
00727110,0.0,26.18478632,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,RURAL HOMESITE,27.44,Yes,1195286,64042013, ,SINGLE FAMILY RESIDENCE,Yes,2266606,86561.94372853,2266606,2266606,0,2107606,80489.71544852,2107606,2107606,0,159000,159000,159000,0,,2925.73,2023,2023,23,WARRANTY DEED,0,0.0,0,0,0,0,0,936,1062,936,886,0,0,0,216,1949
01308106,15.0,14.79456477,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,14.81, ,645124,62222004, ,SINGLE FAMILY RESIDENCE,No,962000,65023.87969928,962000,962000,0,598200,40433.7680209,598200,598200,0,363800,363800,363800,0,,6442.84,2023,2023,4,DEED (REG),260000,17574.02154035,0,0,0,0,0,2328,3668,2328,1680,0,0,0,572,1988
22341199A,15.0,14.70732459,Mecklenburg,PINEVILLE,NC,28134,R5,Residential,VACANT LAND (NEC),0.8, ,34848,58361005, ,VACANT,No,18000,1223.8799713,18000,18000,0,18000,1223.8799713,18000,18000,0,0,0,0,0,,136.46,2023,2023,21,SPECIAL WARRANTY DEED,6000,407.95999043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02301217,15.0,20.63721721,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RESIDENTIAL (NEC),18.0, ,784080,62222023, ,SINGLE FAMILY RESIDENCE,No,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0.0,0,2023,12,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00513130,15.0,20.014909,Mecklenburg,CORNELIUS,NC,28031,NR,Residential,AUTO SALES,20.013,Yes,871766,62081003, ,RETAIL,No,8654600,432407.66178425,8654600,8654600,0,2223500,111092.18634914,2223500,2223500,0,6431100,6431100,6431100,0,,55926.02,2023,2023,2,SPECIAL WARRANTY DEED,13511000,675046.78649122,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
19713104,15.0,23.9503728,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,24.0, ,1045440,57143000, ,SINGLE FAMILY RESIDENCE,No,1463800,61118.04656191,1463800,1463800,0,852300,35586.08490553,852300,852300,0,611500,611500,611500,0,,0.0,0,2023,16,DEED (REG),0,0.0,0,0,0,0,0,3728,5927,3728,2598,0,0,0,1245,2004
13722207,15.0,16.15462644,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,15.96,Yes,695218,57182002, ,SINGLE FAMILY RESIDENCE,No,2300900,142429.78683011,2300900,2300900,0,1669500,103345.00808939,1669500,1669500,0,631400,631400,631400,0,,16107.09,2023,2023,17,WARRANTY DEED,1757500,108792.36401144,0,0,0,0,0,1851,2043,1851,1851,0,0,0,240,1951
19725107,3.0,73.09733152,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),75.12, ,3272227,57142020, ,AGRICULTURAL,No,2744645,37547.81389297,2744645,2744645,0,2744645,37547.81389297,2744645,2744645,0,0,0,0,0,,218.55,2023,2023,16,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13925146,15.0,20.3679748,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),20.5, ,892980,57141008, ,AGRICULTURAL,No,486780,23899.28329731,486780,486780,0,486780,23899.28329731,486780,486780,0,0,0,0,0,,69.16,2023,2023,16, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01738106,0.0,72.77496113,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,75.21,Yes,3276148,62241095, ,SINGLE FAMILY RESIDENCE,No,3482300,47850.24885117,3482300,3482300,0,3474500,47743.06913057,3474500,3474500,0,7800,7800,7800,0,,9879.53,2023,2023,4,SPECIAL WARRANTY DEED,4510000,61971.86408948,0,0,0,0,0,959,1915,959,959,0,0,0,0,1900
01523107,15.0,10.47374498,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,10.534, ,458861,62241096, ,SINGLE FAMILY RESIDENCE,No,622800,59462.97157971,622800,622800,0,622800,59462.97157971,622800,622800,0,0,0,0,0,,4042.6,2023,2023,4,WARRANTY DEED,249000,23773.73141193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01526429,15.0,14.46668859,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,14.4914, ,631245,62231057, ,SINGLE FAMILY RESIDENCE,No,890900,61582.85596356,890900,890900,0,697100,48186.56290515,697100,697100,0,193800,193800,193800,0,,5883.46,2023,2023,12,DEED (REG),0,0.0,0,0,0,0,0,1606,1958,1606,1606,0,0,0,0,1910
00911115,15.0,10.03114038,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,SFR,10.0311,Yes,436955,63081000, ,SINGLE FAMILY RESIDENCE,No,617400,61548.33615998,617400,617400,0,264500,26367.88939798,264500,264500,0,352900,352900,352900,0,,0.0,0,2023,4,SPECIAL WARRANTY DEED,1350000,134580.90997081,0,0,0,0,0,2189,5088,2189,2189,0,0,1828,3000,1990
00720204,15.0,16.72986478,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,14.92, ,649915,64043059, ,SINGLE FAMILY RESIDENCE,No,1319100,78847.02102333,1319100,1319100,0,1319100,78847.02102333,1319100,1319100,0,0,0,0,0,,0.0,0,2023,23,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19520105,5.0,11.12065175,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,13.403, ,583835,57132011, ,SINGLE FAMILY RESIDENCE,No,680800,61219.43348403,680800,680800,0,426800,38379.0455508,426800,426800,0,254000,254000,254000,0,,4797.16,2023,2023,17,DEED (REG),0,0.0,0,0,0,0,0,1008,1008,1008,1008,0,0,0,0,1969
13908118,15.0,10.62958789,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,10.91, ,475240,57141003, ,SINGLE FAMILY RESIDENCE,No,380400,35786.90010608,380400,380400,0,380400,35786.90010608,380400,380400,0,0,0,0,0,,2655.57,2023,2023,17,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01508103,15.0,53.66179456,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,52.55, ,2289078,62141000, ,SINGLE FAMILY RESIDENCE,Yes,1927800,35925.00056785,1927800,1927800,0,1927800,35925.00056785,1927800,1927800,0,0,0,0,0,,0.0,0,2023,4, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13916108,8.0,33.83127418,Mecklenburg,MIDLAND,NC,28107,R,Residential,FOREST,34.166,Yes,1488271,57151009, ,AGRICULTURAL,No,545289,16117.89721951,545289,545289,0,545289,16117.89721951,545289,545289,0,0,0,0,0,,0.0,0,2023,16,WARRANTY DEED,575000,16996.10830444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01514178,1.0,10.1210417,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,10.0, ,435600,62231000, ,SINGLE FAMILY RESIDENCE,No,666000,65803.50320902,666000,666000,0,429000,42386.94125626,429000,429000,0,237000,237000,237000,0,,0.0,0,2023,4,WARRANTY DEED,414000,40904.88037317,393300,0,0,0,0,2122,3298,2122,1030,0,0,1008,0,1981
00742119,15.0,36.96587561,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,FOREST,36.97,Yes,1610413,64033035, ,AGRICULTURAL,No,3145990,85105.24769591,3145990,3145990,0,3129290,84653.47968758,3129290,3129290,0,16700,16700,16700,0,,213.26,2023,2023,23,WARRANTY DEED,327000,8845.99633075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13710203,15.0,17.38489503,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,17.732,Yes,772406,57192008, ,SINGLE FAMILY RESIDENCE,No,847800,48766.47218743,847800,847800,0,844000,48547.89163269,844000,844000,0,3800,3800,3800,0,,0.0,0,2023,17,WARRANTY DEED,400000,23008.47944677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01501126,0.0,10.52261016,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,11.003, ,479291,62211000, ,SINGLE FAMILY RESIDENCE,No,1062799,101001.4609987,1062799,1062799,0,582199,55328.3824994,582199,582199,0,480600,480600,480600,0,,4405.55,2023,2023,4, ,0,0.0,0,0,0,0,0,3428,5412,3428,1434,0,0,0,814,2002
21507211,15.0,20.00008781,Mecklenburg,MATTHEWS,NC,28105,R9,Residential,SFR,20.253,Yes,882221,58351004, ,SINGLE FAMILY RESIDENCE,No,118000,5899.97409614,118000,118000,0,66600,3329.98537968,66600,66600,0,51400,51400,51400,0,,917.23,2023,2023,19,SPECIAL WARRANTY DEED,195000,9749.95719277,0,0,0,0,0,600,720,600,600,0,0,0,240,1959
19705202,3.0,52.28449952,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,FOREST,51.82, ,2257279,57142021, ,AGRICULTURAL,No,2244570,42929.93182526,2244570,2244570,0,2231370,42677.4669433,2231370,2231370,0,13200,13200,13200,0,,1043.61,2023,2023,16, ,0,0.0,0,0,0,0,0,2106,2106,1834,1834,0,0,0,420,1898
01917106,15.0,35.98053398,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,FOREST,36.62, ,1595167,63072003, ,AGRICULTURAL,No,1338185,37191.91607666,1338185,1338185,0,1338185,37191.91607666,1338185,1338185,0,0,0,0,0,,0.0,0,2023,12,WARRANTY DEED,45000,1250.67626931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01112211,15.0,37.08835478,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,37.08, ,1615205,63101078, ,AGRICULTURAL,No,970964,26179.75387873,970964,970964,0,626064,16880.33895421,626064,626064,0,344900,344900,344900,0,,0.0,0,2023,12,WARRANTY DEED,340000,9167.297983,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
01703206,0.0,19.64853205,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,19.67,Yes,856825,62241095, ,SINGLE FAMILY RESIDENCE,No,780100,39702.7115314,780100,780100,0,780100,39702.7115314,780100,780100,0,0,0,0,0,,0.0,0,2023,4,WARRANTY DEED,600000,30536.63237897,580000,0,0,0,0,0,0,0,0,0,0,0,0,0
13510114,15.0,11.08917246,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,10.9, ,474804,57142018, ,SINGLE FAMILY RESIDENCE,No,238800,21534.51943818,238800,238800,0,238800,21534.51943818,238800,238800,0,0,0,0,0,,0.0,0,2023,8,WARRANTY DEED,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02108106,14.0,111.65298614,Mecklenburg,HUNTERSVILLE,NC,28078,TRCD,Residential,RURAL HOMESITE,111.764,Yes,4868440,63101007, ,SINGLE FAMILY RESIDENCE,No,3335420,29873.09265234,3335420,3335420,0,3335420,29873.09265234,3335420,3335420,0,0,0,0,0,,2453.76,2023,2023,12,SPECIAL WARRANTY DEED,1800000,16121.37804961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02120106,5.0,22.15061442,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,23.63,Yes,1029323,63051031, ,AGRICULTURAL,No,513667,23189.74048226,513667,513667,0,513667,23189.74048226,513667,513667,0,0,0,0,0,,63.49,2023,2023,12,SPECIAL WARRANTY DEED,250000,11286.3686407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22326699,15.0,13.9867203,Mecklenburg,PINEVILLE,NC,28134,RMH,Residential,MOBILE HOME LOT,13.993,Yes,609535,58361010,Y,SINGLE FAMILY RESIDENCE,Yes,2630400,188064.10246203,2630400,2630400,0,1469300,105049.64482492,1469300,1469300,0,1161100,1161100,1161100,0,,17865.67,2023,2023,22,SPECIAL WARRANTY DEED,1100000,78646.02824978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01309107,15.0,34.73941054,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RURAL HOMESITE,34.74, ,1513274,62222004, ,SINGLE FAMILY RESIDENCE,No,1853393,53351.30823939,1853393,1853393,0,1590493,45783.53446657,1590493,1590493,0,262900,262900,262900,0,,3499.85,2023,2023,4,WARRANTY DEED,0,0.0,0,0,0,0,0,2997,3217,2997,2127,0,0,0,0,1979
01910105,15.0,19.40708491,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,SFR,21.08,Yes,918245,63072001, ,SINGLE FAMILY RESIDENCE,No,1308600,67428.9830771,1308600,1308600,0,1308600,67428.9830771,1308600,1308600,0,0,0,0,0,,8576.57,2023,2023,12,DEED (REG),121000,6234.83643002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00302103,15.0,55.63191419,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,55.59,Yes,2421500,64041006, ,SINGLE FAMILY RESIDENCE,No,3253800,58488.0108398,3253800,3253800,0,3253800,58488.0108398,3253800,3253800,0,0,0,0,0,,0.0,0,2023,23,SPECIAL WARRANTY DEED,3403000,61169.92466896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00334105,15.0,20.44164929,Mecklenburg,DAVIDSON,NC,28036,R,Residential,FOREST,20.51, ,893416,64041000, ,AGRICULTURAL,No,2282030,111636.29544471,2282030,2282030,0,1483930,72593.45753529,1483930,1483930,0,798100,798100,798100,0,,5376.59,2023,2023,23, ,0,0.0,0,0,0,0,0,6132,6132,4400,2370,0,0,0,1080,2015
00314107,15.0,10.96197752,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,11.033, ,480597,64041013, ,SINGLE FAMILY RESIDENCE,No,965500,88077.17386057,965500,965500,0,678200,61868.39908052,678200,678200,0,287300,287300,287300,0,,6425.49,2023,2023,23,WARRANTY DEED,725000,66137.70175962,548250,0,0,0,0,2014,2762,2014,2014,0,0,0,506,1968
00725119,15.0,13.29587298,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,13.2957, ,579161,64042009, ,SINGLE FAMILY RESIDENCE,No,2174500,163546.98955872,2174500,2174500,0,1072800,80686.69137668,1072800,1072800,0,1101700,1101700,1101700,0,,14371.28,2023,2023,23,WARRANTY DEED,1400000,105295.83140134,0,0,0,0,0,2730,3226,2730,1306,0,0,1288,0,1984
00728112,15.0,32.23810397,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,SFR,32.246,Yes,1404636,64043004, ,SINGLE FAMILY RESIDENCE,No,890000,27607.08262601,890000,890000,0,890000,27607.08262601,890000,890000,0,0,0,0,0,,0.0,0,2023,3, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01701107,15.0,24.04167824,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RESIDENTIAL (NEC),24.0, ,1045440,62241096, ,SINGLE FAMILY RESIDENCE,No,1262093,52496.04406089,1262093,1262093,0,1259993,52408.69574937,1259993,1259993,0,2100,2100,2100,0,,1184.71,2023,2023,4,WARRANTY DEED,100000,4159.44340559,100000,0,0,0,0,1038,1224,1038,1038,0,0,0,0,1946
00906116,15.0,18.74742377,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,18.793,Yes,818623,62112000, ,SINGLE FAMILY RESIDENCE,No,5239500,279478.3999708,5239500,5239500,0,527800,28153.20154682,527800,527800,0,4711700,4711700,4711700,0,,0.0,0,2023,4,WARRANTY DEED,660000,35204.8370991,500000,0,0,0,0,38907,42569,38907,30122,0,0,0,0,2005
02107112,14.0,42.85527487,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,AGRICULTURAL (NEC),42.7,Yes,1860012,63101007, ,AGRICULTURAL,No,970287,22641.0168406,970287,970287,0,970287,22641.0168406,970287,970287,0,0,0,0,0,,180.5,2023,2023,12,WARRANTY DEED,617000,14397.29419301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01738109,15.0,19.48578748,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,RURAL HOMESITE,19.88, ,865973,62241095, ,SINGLE FAMILY RESIDENCE,No,1083296,55594.16066941,1083296,1083296,0,1047596,53762.05611452,1047596,1047596,0,35700,35700,35700,0,,0.0,0,2023,4,WARRANTY DEED,36500,1873.16011915,0,0,0,0,0,744,744,744,744,0,0,0,286,1900
02117110,15.0,11.41157323,Mecklenburg,HUNTERSVILLE,NC,28078,TR,Residential,SFR,11.47, ,499633,63051058, ,SINGLE FAMILY RESIDENCE,No,647100,56705.59061752,647100,647100,0,358300,31397.94949507,358300,358300,0,288800,288800,288800,0,,4285.6,2023,2023,12,TRUSTEE DEED,162500,14239.9296482,0,0,0,0,0,2014,3412,2014,1794,0,0,0,1440,1981
01703208,15.0,42.40254342,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,FOREST,38.0,Yes,1655280,62241095, ,AGRICULTURAL,Yes,1530003,36082.81194221,1530003,1530003,0,1530003,36082.81194221,1530003,1530003,0,0,0,0,0,,0.0,0,2023,4,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19523201,15.0,12.16359136,Mecklenburg,MATTHEWS,NC,28104,R,Residential,SFR,12.39,Yes,539708,57132024, ,SINGLE FAMILY RESIDENCE,No,398100,32728.82063349,398100,398100,0,398100,32728.82063349,398100,398100,0,0,0,0,0,,2588.05,2023,2023,24,WARRANTY DEED,390000,32062.89888737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00745101,15.0,32.55110896,Mecklenburg,DAVIDSON,NC,28036,RPA,Residential,FOREST,40.73, ,1774199,64043004, ,AGRICULTURAL,No,1463364,44955.88773996,1463364,1463364,0,1463364,44955.88773996,1463364,1463364,0,0,0,0,0,,96.31,2023,2023,23,WARRANTY DEED,839500,25790.21197576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02320102,15.0,114.36954475,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,114.99,Yes,5008964,62222068, ,SINGLE FAMILY RESIDENCE,No,7260000,63478.43751553,7260000,7260000,0,4967600,43434.63997275,4967600,4967600,0,2292400,2292400,2292400,0,,0.0,0,2023,4,WARRANTY DEED,2185000,19104.7363597,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
01128101,15.0,10.89960671,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,10.879, ,473889,63101000, ,SINGLE FAMILY RESIDENCE,No,867300,79571.67838333,867300,867300,0,712400,65360.15643985,712400,712400,0,154900,154900,154900,0,,5728.79,2023,2023,12,WARRANTY DEED,700000,64222.50071294,300000,0,0,0,0,1620,1788,1620,1020,0,0,0,0,1977
13538167,12.0,21.175502,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,21.126,Yes,920249,57212015, ,SINGLE FAMILY RESIDENCE,No,749300,35385.22959296,749300,749300,0,738600,34879.92870327,738600,738600,0,10700,10700,10700,0,,0.0,0,2023,17,WARRANTY DEED,640000,30223.60461696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13913208,15.0,14.6510002,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,14.49, ,631184,57151000, ,SINGLE FAMILY RESIDENCE,No,388200,26496.4845167,388200,388200,0,385400,26305.37128474,385400,385400,0,2800,2800,2800,0,,2523.68,2023,2023,16,WARRANTY DEED,137000,9350.89742089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01547101,15.0,23.01474625,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,SFR,23.8766,Yes,1040065,62231040, ,SINGLE FAMILY RESIDENCE,No,1264300,54934.34454417,1264300,1264300,0,1264300,54934.34454417,1264300,1264300,0,0,0,0,0,,0.0,0,2023,4,WARRANTY DEED,1068500,46426.75563192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00931101,15.0,17.50930191,Mecklenburg,HUNTERSVILLE,NC,28078,NR,Residential,SFR,17.681,Yes,770184,63112008, ,SINGLE FAMILY RESIDENCE,No,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0.0,0,2023,4,WARRANTY DEED,379000,21645.63738251,225000,0,0,0,0,0,0,0,0,0,0,0,0,0
19704107,15.0,11.41143727,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,SFR,11.413, ,497150,57142015, ,SINGLE FAMILY RESIDENCE,Yes,492200,43132.16542902,492200,492200,0,492200,43132.16542902,492200,492200,0,0,0,0,0,,0.0,0,2023,17, ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01703205,15.0,16.43255388,Mecklenburg,HUNTERSVILLE,NC,28078,R,Residential,AGRICULTURAL (NEC),16.62,Yes,723967,62241095, ,AGRICULTURAL,No,788720,47997.40841912,788720,788720,0,788720,47997.40841912,788720,788720,0,0,0,0,0,,0.0,0,2023,4,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13922238,15.0,17.22104199,Mecklenburg,CHARLOTTE,NC,28227,R,Residential,AGRICULTURAL (NEC),17.86, ,777982,57151045, ,AGRICULTURAL,No,475076,27586.94859343,475076,475076,0,475076,27586.94859343,475076,475076,0,0,0,0,0,,74.89,2023,2023,16,DEED (REG),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
