House to Lot Ratio (Bottom),House to Lot Ratio (Top),Acres (Bottom),Acres (Top),VDL Sale Price (Bottom),VDL Sale Price (Top),Records Used,R^2 Test,MSE Test
0.05,0.2,0.01,0.1,0.01,0.2,13853,0.833293387980153,5.0320994716025105
0.05,0.2,0.01,0.15,0.01,0.01,14586,0.8143332249254822,5.253630684480881
0.05,0.2,0.01,0.15,0.01,0.05,14410,0.8092334753748592,5.4626138575186785
0.05,0.2,0.01,0.15,0.01,0.1,14131,0.8256275972243303,5.162496429556736
0.05,0.2,0.01,0.15,0.01,0.15,13963,0.8230405301810388,5.088217011793302
0.05,0.2,0.01,0.15,0.01,0.2,13784,0.8315544699513094,5.339316247522798
0.05,0.2,0.01,0.2,0.01,0.01,14480,0.830331346077915,5.131113070638206
0.05,0.2,0.01,0.2,0.01,0.05,14305,0.8417416002875654,4.543164174262816
0.05,0.2,0.01,0.2,0.01,0.1,14031,0.8479163149166132,4.451064383116009
0.05,0.2,0.01,0.2,0.01,0.15,13866,0.8237517699562871,5.419938324600894
0.05,0.2,0.01,0.2,0.01,0.2,13687,0.8483991147419022,4.633213586143896
0.05,0.01,0.01,0.01,0.05,0.01,16273,0.7550049510085438,89.09029046350993
0.05,0.01,0.01,0.01,0.05,0.05,16055,0.7324197542125039,78.83395605200165
0.05,0.01,0.01,0.01,0.05,0.1,15720,0.7472490209811673,93.41458181962473
0.05,0.01,0.01,0.01,0.05,0.15,15537,0.7045090532755967,101.46513961565854
0.05,0.01,0.01,0.01,0.05,0.2,15330,0.7903862824472226,51.322694163818575
0.05,0.01,0.01,0.05,0.05,0.01,16008,0.699172122382363,82.25415014239725
0.05,0.01,0.01,0.05,0.05,0.05,15815,0.7011156008259678,92.11417549202429
0.05,0.01,0.01,0.05,0.05,0.1,15496,0.7554255096593643,69.19288757114192
0.05,0.01,0.01,0.05,0.05,0.15,15321,0.7000572359137114,99.85750051468655
0.05,0.01,0.01,0.05,0.05,0.2,15137,0.6460215288078739,116.95753217001273
0.05,0.01,0.01,0.1,0.05,0.01,15905,0.6799927804132953,101.19638305369027
0.05,0.01,0.01,0.1,0.05,0.05,15718,0.7463080896451796,74.06461038792608
0.05,0.01,0.01,0.1,0.05,0.1,15412,0.8056122133146286,53.71379238800243
0.05,0.01,0.01,0.1,0.05,0.15,15239,0.7032869157946511,96.68269293894618
0.05,0.01,0.01,0.1,0.05,0.2,15055,0.6933123439998239,89.46935339972794
0.05,0.01,0.01,0.15,0.05,0.01,15811,0.7458835374266521,82.96035121430592
0.05,0.01,0.01,0.15,0.05,0.05,15627,0.6977925427405369,97.3908868004617
0.05,0.01,0.01,0.15,0.05,0.1,15323,0.69085736251093,118.1587543084868
0.05,0.01,0.01,0.15,0.05,0.15,15153,0.7124126525073458,94.19072142141296
0.05,0.01,0.01,0.15,0.05,0.2,14977,0.6844782001795799,95.36175595437356
0.05,0.01,0.01,0.2,0.05,0.01,15702,0.7322810402920872,87.01767323498512
0.05,0.01,0.01,0.2,0.05,0.05,15519,0.8090410042734061,57.04647431460568
0.05,0.01,0.01,0.2,0.05,0.1,15218,0.7135158391595343,90.01724534958241
0.05,0.01,0.01,0.2,0.05,0.15,15053,0.628803704062062,121.55066001170587
0.05,0.01,0.01,0.2,0.05,0.2,14869,0.7312460449189536,89.45123804926291
0.05,0.05,0.01,0.01,0.05,0.01,16187,0.8505099264426337,30.954213289837107
0.05,0.05,0.01,0.01,0.05,0.05,15969,0.8466723830727976,27.23586314932721
0.05,0.05,0.01,0.01,0.05,0.1,15634,0.8756080940770835,25.32354466815075
0.05,0.05,0.01,0.01,0.05,0.15,15453,0.8223255157742528,36.527444825470624
0.05,0.05,0.01,0.01,0.05,0.2,15245,0.8430081762526881,31.34982486779446
0.05,0.05,0.01,0.05,0.05,0.01,15926,0.8326837073043284,31.161552957530965
0.05,0.05,0.01,0.05,0.05,0.05,15733,0.8484598909005802,33.63841707398556
0.05,0.05,0.01,0.05,0.05,0.1,15414,0.8261158458395805,34.53308578092879
0.05,0.05,0.01,0.05,0.05,0.15,15266,0.8769174876473227,22.53625283704614
0.05,0.05,0.01,0.05,0.05,0.2,15056,0.8320225907760077,29.570707891435795
0.05,0.05,0.01,0.1,0.05,0.01,15823,0.8299944113899671,33.484400025242955
0.05,0.05,0.01,0.1,0.05,0.05,15637,0.8502246731914226,28.867015834111893
0.05,0.05,0.01,0.1,0.05,0.1,15330,0.8713885326407653,22.09247899673408
0.05,0.05,0.01,0.1,0.05,0.15,15158,0.8447202125890245,26.83458630768533
0.05,0.05,0.01,0.1,0.05,0.2,14974,0.8041461349419905,36.680722957187896
0.05,0.05,0.01,0.15,0.05,0.01,15732,0.857232290124497,26.130037097797754
0.05,0.05,0.01,0.15,0.05,0.05,15548,0.8531593238363497,29.38834327286849
0.05,0.05,0.01,0.15,0.05,0.1,15244,0.8237987232576076,33.69214681443773
0.05,0.05,0.01,0.15,0.05,0.15,15079,0.8332387489185658,27.231400788312506
0.05,0.05,0.01,0.15,0.05,0.2,14899,0.8096821352987795,33.354372364211535
0.05,0.05,0.01,0.2,0.05,0.01,15620,0.8653636124119451,24.82809306766144
0.05,0.05,0.01,0.2,0.05,0.05,15437,0.8342660725725237,34.246837506199846
0.05,0.05,0.01,0.2,0.05,0.1,15136,0.8523200814689345,26.620830763668557
0.05,0.05,0.01,0.2,0.05,0.15,14972,0.8587639667462283,25.252481948320188
0.05,0.05,0.01,0.2,0.05,0.2,14801,0.8620019339389251,27.878324929427503
0.05,0.1,0.01,0.01,0.05,0.01,15768,0.8287164852575264,14.846105791119763
0.05,0.1,0.01,0.01,0.05,0.05,15554,0.8200868895473163,16.237744388872006
0.05,0.1,0.01,0.01,0.05,0.1,15216,0.8445640525058206,13.110153140243854
0.05,0.1,0.01,0.01,0.05,0.15,15034,0.8171092529040532,16.532747603833172
0.05,0.1,0.01,0.01,0.05,0.2,14831,0.8315749239422242,14.240726740713898
0.05,0.1,0.01,0.05,0.05,0.01,15530,0.8403303371917266,13.872223241942994
0.05,0.1,0.01,0.05,0.05,0.05,15340,0.8348218295740958,13.894213875786052
0.05,0.1,0.01,0.05,0.05,0.1,15037,0.8324795505673471,13.94691969341052
0.05,0.1,0.01,0.05,0.05,0.15,14870,0.8207669238704998,14.960845513626037
0.05,0.1,0.01,0.05,0.05,0.2,14659,0.8182593005165263,16.08987617135446
0.05,0.1,0.01,0.1,0.05,0.01,15430,0.8066025345248818,15.610151808870684
0.05,0.1,0.01,0.1,0.05,0.05,15244,0.8264679659538808,14.827605611498372
0.05,0.1,0.01,0.1,0.05,0.1,14956,0.8318846290288192,14.51628211198657
0.05,0.1,0.01,0.1,0.05,0.15,14791,0.8537220662156686,13.034331752838696
0.05,0.1,0.01,0.1,0.05,0.2,14580,0.8218630566860121,15.5414849292218
0.05,0.1,0.01,0.15,0.05,0.01,15336,0.8210478485172884,15.686117852539248
0.05,0.1,0.01,0.15,0.05,0.05,15153,0.8434565816186683,13.420296812220817
0.05,0.1,0.01,0.15,0.05,0.1,14852,0.8348748288184451,14.373346684509997
0.05,0.1,0.01,0.15,0.05,0.15,14710,0.8542019900547568,12.37548218654978
0.05,0.1,0.01,0.15,0.05,0.2,14502,0.8116908514273883,16.321056551029187
0.05,0.1,0.01,0.2,0.05,0.01,15227,0.7934917183743615,19.222760258955084
0.05,0.1,0.01,0.2,0.05,0.05,15044,0.8482200261876147,13.268241407342563
0.05,0.1,0.01,0.2,0.05,0.1,14751,0.8223097092129752,15.943548570349925
0.05,0.1,0.01,0.2,0.05,0.15,14588,0.8302209946491836,14.718835726207605
0.05,0.1,0.01,0.2,0.05,0.2,14408,0.842078881562621,13.650683514326591
0.05,0.15,0.01,0.01,0.05,0.01,15451,0.828998288694644,9.645419605882273
0.05,0.15,0.01,0.01,0.05,0.05,15244,0.8229602641115041,9.597946933957585
0.05,0.15,0.01,0.01,0.05,0.1,14925,0.8068303725449217,10.303577191366607
0.05,0.15,0.01,0.01,0.05,0.15,14717,0.8335712109547051,8.883345540625214
0.05,0.15,0.01,0.01,0.05,0.2,14538,0.8492480463410604,7.753248264550814
0.05,0.15,0.01,0.05,0.05,0.01,15221,0.8084843179180577,10.395911575171647
0.05,0.15,0.01,0.05,0.05,0.05,15036,0.8357749393121265,8.516613504673726
0.05,0.15,0.01,0.05,0.05,0.1,14740,0.8198122259630365,8.848700175517436
0.05,0.15,0.01,0.05,0.05,0.15,14561,0.8071946486776345,9.86672981821439
0.05,0.15,0.01,0.05,0.05,0.2,14352,0.8247263680450629,8.699029187106717
0.05,0.15,0.01,0.1,0.05,0.01,15122,0.8298554573395002,8.725470748526718
0.05,0.15,0.01,0.1,0.05,0.05,14939,0.794514068145036,11.64975043548597
0.05,0.15,0.01,0.1,0.05,0.1,14653,0.8363476907120138,7.656408546621382
0.05,0.15,0.01,0.1,0.05,0.15,14482,0.8029629067940481,10.99587852335912
0.05,0.15,0.01,0.1,0.05,0.2,14273,0.8334841530418821,8.84952844463521
0.05,0.15,0.01,0.15,0.05,0.01,15028,0.8348727454121339,8.857956657931549
0.05,0.15,0.01,0.15,0.05,0.05,14845,0.8090801214482005,10.177984125989566
0.05,0.15,0.01,0.15,0.05,0.1,14564,0.8281189538802377,8.872365383028397
0.05,0.15,0.01,0.15,0.05,0.15,14402,0.8167220166242863,10.337809999961117
0.05,0.15,0.01,0.15,0.05,0.2,14196,0.8205484834473391,9.4704029062857
0.05,0.15,0.01,0.2,0.05,0.01,14923,0.8172099188729788,9.781789915301088
0.05,0.15,0.01,0.2,0.05,0.05,14741,0.825064139112909,9.18275176462238
0.05,0.15,0.01,0.2,0.05,0.1,14465,0.8201975087005253,9.237536297699773
0.05,0.15,0.01,0.2,0.05,0.15,14307,0.8476659173552101,7.8537449821930005
0.05,0.15,0.01,0.2,0.05,0.2,14104,0.8131472635243517,9.721561379665022
0.05,0.2,0.01,0.01,0.05,0.01,15001,0.8224099029882066,5.418924986768745
0.05,0.2,0.01,0.01,0.05,0.05,14787,0.8369008692417766,4.621532708954157
0.05,0.2,0.01,0.01,0.05,0.1,14512,0.8369456095752568,4.519064740685262
0.05,0.2,0.01,0.01,0.05,0.15,14271,0.7896960712761294,6.387619156720924
0.05,0.2,0.01,0.01,0.05,0.2,14082,0.8226216898195026,5.2113900559587805
0.05,0.2,0.01,0.05,0.05,0.01,14768,0.8396245979271764,4.661010209368916
0.05,0.2,0.01,0.05,0.05,0.05,14593,0.8495348032713235,4.279609069543086
0.05,0.2,0.01,0.05,0.05,0.1,14296,0.8274151943128998,5.2375713080586594
0.05,0.2,0.01,0.05,0.05,0.15,14108,0.8201636850034891,5.073943851029547
0.05,0.2,0.01,0.05,0.05,0.2,13927,0.8141092059400343,5.677161652964253
0.05,0.2,0.01,0.1,0.05,0.01,14672,0.8316368739944893,5.001943593752606
0.05,0.2,0.01,0.1,0.05,0.05,14503,0.8327823243028897,4.77721432481887
0.05,0.2,0.01,0.1,0.05,0.1,14207,0.8181814979073052,5.196963893736792
0.05,0.2,0.01,0.1,0.05,0.15,14030,0.8221404237060341,5.139436779623506
0.05,0.2,0.01,0.1,0.05,0.2,13821,0.8320911596491659,4.821171705496483
0.05,0.2,0.01,0.15,0.05,0.01,14586,0.8143332249254822,5.253630684480881
0.05,0.2,0.01,0.15,0.05,0.05,14407,0.8353734893019948,4.77910931126999
0.05,0.2,0.01,0.15,0.05,0.1,14125,0.8345752052297113,4.934628724778152
0.05,0.2,0.01,0.15,0.05,0.15,13959,0.8187975133226147,5.229599536134679
0.05,0.2,0.01,0.15,0.05,0.2,13752,0.8471871302746877,4.621405141309924
0.05,0.2,0.01,0.2,0.05,0.01,14480,0.830331346077915,5.131113070638206
0.05,0.2,0.01,0.2,0.05,0.05,14300,0.846322443745481,4.373066227256715
0.05,0.2,0.01,0.2,0.05,0.1,14025,0.8359272364443234,4.567062475791213
0.05,0.2,0.01,0.2,0.05,0.15,13862,0.8467851136849438,4.777937140668322
0.05,0.2,0.01,0.2,0.05,0.2,13658,0.8330590776889215,5.423569280394866
0.05,0.01,0.01,0.01,0.1,0.01,16273,0.7550049510085438,89.09029046350993
0.05,0.01,0.01,0.01,0.1,0.05,16055,0.7324197542125039,78.83395605200165
0.05,0.01,0.01,0.01,0.1,0.1,15714,0.8035425384730385,62.353217892104354
0.05,0.01,0.01,0.01,0.1,0.15,15514,0.6301998460342093,144.56134184400668
0.05,0.01,0.01,0.01,0.1,0.2,15313,0.7406734681705447,57.991309573011534
0.05,0.01,0.01,0.05,0.1,0.01,16008,0.699172122382363,82.25415014239725
0.05,0.01,0.01,0.05,0.1,0.05,15815,0.7011156008259678,92.11417549202429
0.05,0.01,0.01,0.05,0.1,0.1,15494,0.7483695253151097,72.47135772611531
0.05,0.01,0.01,0.05,0.1,0.15,15315,0.7072638346339577,85.44741083531788
0.05,0.01,0.01,0.05,0.1,0.2,15120,0.6385378325258336,104.09221447820266
0.05,0.01,0.01,0.1,0.1,0.01,15905,0.6799927804132953,101.19638305369027
0.05,0.01,0.01,0.1,0.1,0.05,15715,0.6603992181774294,119.84046203590587
0.05,0.01,0.01,0.1,0.1,0.1,15410,0.8165519659939199,50.77348687627626
0.05,0.01,0.01,0.1,0.1,0.15,15233,0.7254852214736529,97.50072862115195
0.05,0.01,0.01,0.1,0.1,0.2,15032,0.685802060393783,90.00067752645144
0.05,0.01,0.01,0.15,0.1,0.01,15811,0.7458835374266521,82.96035121430592
0.05,0.01,0.01,0.15,0.1,0.05,15622,0.7070597395609631,104.1314050190688
0.05,0.01,0.01,0.15,0.1,0.1,15317,0.6757554691748231,111.875268113049
0.05,0.01,0.01,0.15,0.1,0.15,15129,0.6593783043792737,104.21152345848463
0.05,0.01,0.01,0.15,0.1,0.2,14955,0.7490799722050174,90.1318546581575
0.05,0.01,0.01,0.2,0.1,0.01,15702,0.7322810402920872,87.01767323498512
0.05,0.01,0.01,0.2,0.1,0.05,15514,0.7524213121401556,79.81581086085818
0.05,0.01,0.01,0.2,0.1,0.1,15213,0.702443801641078,108.59619645824833
0.05,0.01,0.01,0.2,0.1,0.15,15029,0.6858848546136749,92.30583679352276
0.05,0.01,0.01,0.2,0.1,0.2,14847,0.778923195874793,61.51613420550744
0.05,0.05,0.01,0.01,0.1,0.01,16187,0.8505099264426337,30.954213289837107
0.05,0.05,0.01,0.01,0.1,0.05,15969,0.8466723830727976,27.23586314932721
0.05,0.05,0.01,0.01,0.1,0.1,15628,0.8801109970684535,23.18888705890777
0.05,0.05,0.01,0.01,0.1,0.15,15451,0.8423826408883025,30.956139387553577
0.05,0.05,0.01,0.01,0.1,0.2,15228,0.8365851750455219,31.31204185186902
0.05,0.05,0.01,0.05,0.1,0.01,15926,0.8326837073043284,31.161552957530965
0.05,0.05,0.01,0.05,0.1,0.05,15733,0.8484598909005802,33.63841707398556
0.05,0.05,0.01,0.05,0.1,0.1,15412,0.8258576746820758,33.21583672839022
0.05,0.05,0.01,0.05,0.1,0.15,15240,0.8892417003796541,19.675450062378424
0.05,0.05,0.01,0.05,0.1,0.2,15041,0.8111105754786555,35.92869709805244
0.05,0.05,0.01,0.1,0.1,0.01,15823,0.8299944113899671,33.484400025242955
0.05,0.05,0.01,0.1,0.1,0.05,15636,0.861441791337925,26.640602669869168
0.05,0.05,0.01,0.1,0.1,0.1,15328,0.8436106363603829,27.953212710124134
0.05,0.05,0.01,0.1,0.1,0.15,15149,0.8607400270298939,25.077265912853512
0.05,0.05,0.01,0.1,0.1,0.2,14958,0.7766168263631621,42.56143045137365
0.05,0.05,0.01,0.15,0.1,0.01,15732,0.857232290124497,26.130037097797754
0.05,0.05,0.01,0.15,0.1,0.05,15543,0.8686158452874027,26.527001077931263
0.05,0.05,0.01,0.15,0.1,0.1,15240,0.8647071218662652,24.38630796640498
0.05,0.05,0.01,0.15,0.1,0.15,15072,0.8461894331939808,28.05534667346294
0.05,0.05,0.01,0.15,0.1,0.2,14877,0.8378915030196399,30.03435118729672
0.05,0.05,0.01,0.2,0.1,0.01,15620,0.8653636124119451,24.82809306766144
0.05,0.05,0.01,0.2,0.1,0.05,15432,0.8338239326689998,37.215420074166374
0.05,0.05,0.01,0.2,0.1,0.1,15131,0.8466695700558831,27.947441075752618
0.05,0.05,0.01,0.2,0.1,0.15,14948,0.8551670920257266,26.86057703041806
0.05,0.05,0.01,0.2,0.1,0.2,14779,0.853089932490879,28.78667231605469
0.05,0.1,0.01,0.01,0.1,0.01,15768,0.8287164852575264,14.846105791119763
0.05,0.1,0.01,0.01,0.1,0.05,15554,0.8200868895473163,16.237744388872006
0.05,0.1,0.01,0.01,0.1,0.1,15215,0.8353476951723715,14.430004633416353
0.05,0.1,0.01,0.01,0.1,0.15,15010,0.7851674073002757,19.40242452802708
0.05,0.1,0.01,0.01,0.1,0.2,14810,0.823503626202997,14.875235503867215
0.05,0.1,0.01,0.05,0.1,0.01,15529,0.8086765263836093,15.317850478032426
0.05,0.1,0.01,0.05,0.1,0.05,15336,0.8530542492042436,12.68594131459763
0.05,0.1,0.01,0.05,0.1,0.1,15021,0.8222705495290613,14.885807487784659
0.05,0.1,0.01,0.05,0.1,0.15,14843,0.8329128651652679,13.737619854630363
0.05,0.1,0.01,0.05,0.1,0.2,14640,0.7796401070592307,19.714358548144617
0.05,0.1,0.01,0.1,0.1,0.01,15430,0.8066025345248818,15.610151808870684
0.05,0.1,0.01,0.1,0.1,0.05,15244,0.8264679659538808,14.827605611498372
0.05,0.1,0.01,0.1,0.1,0.1,14937,0.8353368853963531,14.915365319832855
0.05,0.1,0.01,0.1,0.1,0.15,14764,0.8575807220862811,12.52669976220751
0.05,0.1,0.01,0.1,0.1,0.2,14562,0.8151374969851508,16.203292039613565
0.05,0.1,0.01,0.15,0.1,0.01,15336,0.8210478485172884,15.686117852539248
0.05,0.1,0.01,0.15,0.1,0.05,15153,0.8434565816186683,13.420296812220817
0.05,0.1,0.01,0.15,0.1,0.1,14850,0.813691810163978,16.417747622683105
0.05,0.1,0.01,0.15,0.1,0.15,14682,0.8261240918012107,14.928060490647951
0.05,0.1,0.01,0.15,0.1,0.2,14480,0.8344404677241031,14.062204945790253
0.05,0.1,0.01,0.2,0.1,0.01,15227,0.7934917183743615,19.222760258955084
0.05,0.1,0.01,0.2,0.1,0.05,15044,0.8482200261876147,13.268241407342563
0.05,0.1,0.01,0.2,0.1,0.1,14743,0.8290529996507203,15.156682881433417
0.05,0.1,0.01,0.2,0.1,0.15,14583,0.8439774316060122,13.409541527817781
0.05,0.1,0.01,0.2,0.1,0.2,14386,0.8314489403126508,16.22375247487856
0.05,0.15,0.01,0.01,0.1,0.01,15451,0.828998288694644,9.645419605882273
0.05,0.15,0.01,0.01,0.1,0.05,15244,0.8229602641115041,9.597946933957585
0.05,0.15,0.01,0.01,0.1,0.1,14922,0.811922793630772,9.96012817926734
0.05,0.15,0.01,0.01,0.1,0.15,14714,0.8119122517520305,9.885936080546527
0.05,0.15,0.01,0.01,0.1,0.2,14506,0.8315220608149405,9.035586474646504
0.05,0.15,0.01,0.05,0.1,0.01,15221,0.8084843179180577,10.395911575171647
0.05,0.15,0.01,0.05,0.1,0.05,15036,0.8357749393121265,8.516613504673726
0.05,0.15,0.01,0.05,0.1,0.1,14728,0.8180216452034614,8.515232440430681
0.05,0.15,0.01,0.05,0.1,0.15,14534,0.8461044930771986,7.963974382795214
0.05,0.15,0.01,0.05,0.1,0.2,14328,0.8284348626107385,9.204080103005818
0.05,0.15,0.01,0.1,0.1,0.01,15122,0.8298554573395002,8.725470748526718
0.05,0.15,0.01,0.1,0.1,0.05,14935,0.7960681713233695,10.97700530619473
0.05,0.15,0.01,0.1,0.1,0.1,14648,0.8211921912379131,8.316700434545943
0.05,0.15,0.01,0.1,0.1,0.15,14455,0.8326799553480911,9.719366796494931
0.05,0.15,0.01,0.1,0.1,0.2,14250,0.8284204518414182,9.159478626596098
0.05,0.15,0.01,0.15,0.1,0.01,15028,0.8348727454121339,8.857956657931549
0.05,0.15,0.01,0.15,0.1,0.05,14845,0.8090801214482005,10.177984125989566
0.05,0.15,0.01,0.15,0.1,0.1,14544,0.8064797877646346,9.543618732511794
0.05,0.15,0.01,0.15,0.1,0.15,14374,0.845665910734555,7.898914957923106
0.05,0.15,0.01,0.15,0.1,0.2,14168,0.820303682412485,9.255270774553622
0.05,0.15,0.01,0.2,0.1,0.01,14923,0.8172099188729788,9.781789915301088
0.05,0.15,0.01,0.2,0.1,0.05,14741,0.825064139112909,9.18275176462238
0.05,0.15,0.01,0.2,0.1,0.1,14447,0.8158258670185944,9.86837631548969
0.05,0.15,0.01,0.2,0.1,0.15,14279,0.8201981522235162,9.677379219857183
0.05,0.15,0.01,0.2,0.1,0.2,14076,0.8350346667729909,8.89944184385766
0.05,0.2,0.01,0.01,0.1,0.01,15001,0.8224099029882066,5.418924986768745
0.05,0.2,0.01,0.01,0.1,0.05,14778,0.8431679253925073,4.5111277456391505
0.05,0.2,0.01,0.01,0.1,0.1,14506,0.8147575838106573,5.461211097547424
0.05,0.2,0.01,0.01,0.1,0.15,14259,0.8078240794750727,5.5345303270407005
0.05,0.2,0.01,0.01,0.1,0.2,14061,0.8113147168144679,5.736285259322568
0.05,0.2,0.01,0.05,0.1,0.01,14768,0.8396245979271764,4.661010209368916
0.05,0.2,0.01,0.05,0.1,0.05,14583,0.820087540522908,4.8857126403157345
0.05,0.2,0.01,0.05,0.1,0.1,14287,0.8341600391125935,5.079724439249622
0.05,0.2,0.01,0.05,0.1,0.15,14081,0.8130437447225094,5.437139066135534
0.05,0.2,0.01,0.05,0.1,0.2,13899,0.8009786307298842,5.83060062264009
0.05,0.2,0.01,0.1,0.1,0.01,14672,0.8316368739944893,5.001943593752606
0.05,0.2,0.01,0.1,0.1,0.05,14493,0.8405941588069878,4.563657656977334
0.05,0.2,0.01,0.1,0.1,0.1,14201,0.835423986404463,4.920497033107946
0.05,0.2,0.01,0.1,0.1,0.15,14001,0.8026867182364832,5.542569374770948
0.05,0.2,0.01,0.1,0.1,0.2,13798,0.8380830696853214,5.0209231751100925
0.05,0.2,0.01,0.15,0.1,0.01,14586,0.8143332249254822,5.253630684480881
0.05,0.2,0.01,0.15,0.1,0.05,14401,0.8374892263781182,4.864254243952937
0.05,0.2,0.01,0.15,0.1,0.1,14119,0.8265846501287588,4.942230934074142
0.05,0.2,0.01,0.15,0.1,0.15,13930,0.82360650427432,5.248578975630561
0.05,0.2,0.01,0.15,0.1,0.2,13730,0.8313880362395338,4.990030059819116
0.05,0.2,0.01,0.2,0.1,0.01,14480,0.830331346077915,5.131113070638206
0.05,0.2,0.01,0.2,0.1,0.05,14296,0.8320337149758639,5.018130577785051
0.05,0.2,0.01,0.2,0.1,0.1,14019,0.8417003928601756,4.670565663619628
0.05,0.2,0.01,0.2,0.1,0.15,13833,0.8301271192002782,5.172276422250964
0.05,0.2,0.01,0.2,0.1,0.2,13623,0.8181178681421257,5.571645267705583
0.05,0.01,0.01,0.01,0.15,0.01,16273,0.7550049510085438,89.09029046350993
0.05,0.01,0.01,0.01,0.15,0.05,16055,0.7324197542125039,78.83395605200165
0.05,0.01,0.01,0.01,0.15,0.1,15707,0.7615521936597011,78.68451663843327
0.05,0.01,0.01,0.01,0.15,0.15,15508,0.6650334758180925,125.28304891298934
0.05,0.01,0.01,0.01,0.15,0.2,15285,0.6972937425084268,85.53577253881603
0.05,0.01,0.01,0.05,0.15,0.01,16008,0.699172122382363,82.25415014239725
0.05,0.01,0.01,0.05,0.15,0.05,15815,0.7011156008259678,92.11417549202429
0.05,0.01,0.01,0.05,0.15,0.1,15486,0.8139268741809341,48.60542580319554
0.05,0.01,0.01,0.05,0.15,0.15,15277,0.7203498967568742,86.76771131505006
0.05,0.01,0.01,0.05,0.15,0.2,15094,0.732071334761307,81.71960088113659
0.05,0.01,0.01,0.1,0.15,0.01,15905,0.6799927804132953,101.19638305369027
0.05,0.01,0.01,0.1,0.15,0.05,15713,0.7450792650361779,88.05781271331584
0.05,0.01,0.01,0.1,0.15,0.1,15402,0.8247125093804561,44.62756471650349
0.05,0.01,0.01,0.1,0.15,0.15,15195,0.7036265068909036,106.10345458537856
0.05,0.01,0.01,0.1,0.15,0.2,15013,0.6870917405108569,97.25534444449654
0.05,0.01,0.01,0.15,0.15,0.01,15811,0.7458835374266521,82.96035121430592
0.05,0.01,0.01,0.15,0.15,0.05,15622,0.7070597395609631,104.1314050190688
0.05,0.01,0.01,0.15,0.15,0.1,15310,0.7331429722434877,93.10894365736821
0.05,0.01,0.01,0.15,0.15,0.15,15106,0.6255358260851196,131.5223899751486
0.05,0.01,0.01,0.15,0.15,0.2,14938,0.712915220571058,95.23442320037142
0.05,0.01,0.01,0.2,0.15,0.01,15702,0.7322810402920872,87.01767323498512
0.05,0.01,0.01,0.2,0.15,0.05,15514,0.7524213121401556,79.81581086085818
0.05,0.01,0.01,0.2,0.15,0.1,15184,0.7293778064111527,72.43517918888064
0.05,0.01,0.01,0.2,0.15,0.15,15008,0.7647620167168349,76.91170680349784
0.05,0.01,0.01,0.2,0.15,0.2,14843,0.6837476723087514,113.19472621968613
0.05,0.05,0.01,0.01,0.15,0.01,16187,0.8505099264426337,30.954213289837107
0.05,0.05,0.01,0.01,0.15,0.05,15969,0.8466723830727976,27.23586314932721
0.05,0.05,0.01,0.01,0.15,0.1,15621,0.8823833317718187,24.953640627420516
0.05,0.05,0.01,0.01,0.15,0.15,15423,0.8606144582903599,26.552646375444684
0.05,0.05,0.01,0.01,0.15,0.2,15200,0.8403093746412027,31.14066997499762
0.05,0.05,0.01,0.05,0.15,0.01,15926,0.8326837073043284,31.161552957530965
0.05,0.05,0.01,0.05,0.15,0.05,15733,0.8484598909005802,33.63841707398556
0.05,0.05,0.01,0.05,0.15,0.1,15404,0.8387017813186903,32.1090312861042
0.05,0.05,0.01,0.05,0.15,0.15,15210,0.8437973421585709,30.056536147099546
0.05,0.05,0.01,0.05,0.15,0.2,15015,0.8165657956550167,35.34985691340423
0.05,0.05,0.01,0.1,0.15,0.01,15823,0.8299944113899671,33.484400025242955
0.05,0.05,0.01,0.1,0.15,0.05,15631,0.8614031628724254,24.16842239714784
0.05,0.05,0.01,0.1,0.15,0.1,15320,0.8685103247031369,23.47245105844481
0.05,0.05,0.01,0.1,0.15,0.15,15114,0.8404412585653963,28.679968045941347
0.05,0.05,0.01,0.1,0.15,0.2,14932,0.8023734001147159,36.227815750218845
0.05,0.05,0.01,0.15,0.15,0.01,15732,0.857232290124497,26.130037097797754
0.05,0.05,0.01,0.15,0.15,0.05,15543,0.8686158452874027,26.527001077931263
0.05,0.05,0.01,0.15,0.15,0.1,15233,0.837487626320209,30.84875874927433
0.05,0.05,0.01,0.15,0.15,0.15,15037,0.8436127366977391,26.4171974324352
0.05,0.05,0.01,0.15,0.15,0.2,14860,0.8364324459878754,32.19796196614829
0.05,0.05,0.01,0.2,0.15,0.01,15620,0.8653636124119451,24.82809306766144
0.05,0.05,0.01,0.2,0.15,0.05,15432,0.8338239326689998,37.215420074166374
0.05,0.05,0.01,0.2,0.15,0.1,15102,0.8511224174650119,29.779217270800782
0.05,0.05,0.01,0.2,0.15,0.15,14927,0.8274589259782344,31.781770058407627
0.05,0.05,0.01,0.2,0.15,0.2,14762,0.8449624847806013,31.1607704968813
0.05,0.1,0.01,0.01,0.15,0.01,15768,0.8287164852575264,14.846105791119763
0.05,0.1,0.01,0.01,0.15,0.05,15554,0.8200868895473163,16.237744388872006
0.05,0.1,0.01,0.01,0.15,0.1,15215,0.8353476951723715,14.430004633416353
0.05,0.1,0.01,0.01,0.15,0.15,15005,0.8271954558986208,14.608331763395615
0.05,0.1,0.01,0.01,0.15,0.2,14782,0.8432685729458452,13.469082747873419
